일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,17.217.217.217.217.217.217.217.217.217.217.217.217.217.217.217.217.217.217.217.217.217.217.217.2,17.2,17.2,17.2
02,17.317.317.217.217.317.417.417.417.417.417.417.417.417.317.217.217.517.217.717.717.717.617.617.6,17.7,17.4,17.2
03,17.617.617.617.617.617.617.617.617.617.617.617.617.617.517.517.517.417.517.617.617.517.517.517.5,17.6,17.6,17.4
04,17.517.517.517.417.517.517.517.517.517.517.417.517.517.617.417.417.417.417.417.517.417.417.417.4,17.6,17.5,17.4
05,17.417.417.417.417.417.417.417.417.417.317.317.317.417.417.417.417.417.417.417.417.317.317.317.4,17.4,17.4,17.3
06,17.417.417.417.417.417.417.517.417.517.517.517.517.517.517.517.517.617.517.717.717.717.617.717.7,17.7,17.5,17.4
07,17.617.617.617.517.617.517.517.517.517.517.517.517.517.417.417.417.417.417.517.517.517.517.417.4,17.6,17.5,17.4
08,17.417.417.417.417.517.517.517.517.517.417.317.317.317.317.417.417.517.417.417.417.417.317.317.3,17.5,17.4,17.3
09,17.317.317.317.317.317.417.417.417.417.417.317.317.317.317.317.317.517.317.517.417.417.617.617.4,17.6,17.4,17.3
10,17.417.417.417.417.417.417.517.417.517.517.517.517.517.517.517.517.617.517.817.717.617.817.817.7,17.8,17.5,17.4
11,17.617.517.517.517.517.517.517.517.617.617.617.617.617.617.617.617.617.617.717.717.617.617.617.7,17.7,17.6,17.5
12,17.717.617.617.617.617.617.617.617.617.617.617.617.617.617.617.517.617.517.617.617.617.717.617.6,17.7,17.6,17.5
13,17.617.617.517.517.517.517.517.517.517.517.517.617.617.617.517.517.517.517.517.517.517.517.617.7,17.7,17.5,17.5
14,17.617.617.617.517.517.417.417.417.417.517.517.517.417.417.417.417.517.417.417.517.517.617.517.5,17.6,17.5,17.4
15,17.517.517.517.617.617.617.617.617.517.517.517.617.617.517.517.617.617.617.617.617.617.717.717.7,17.7,17.6,17.5
16,17.617.617.617.617.617.717.717.717.717.717.717.717.717.617.617.817.917.817.817.817.817.717.817.8,17.9,17.7,17.6
17,17.817.817.817.817.817.817.817.817.717.717.717.817.817.818.018.018.018.018.017.917.817.817.918.0,18.1,17.8,17.7
18,18.118.017.918.018.018.018.018.018.018.018.018.018.018.018.018.018.018.018.018.017.917.817.817.8,18.1,18.0,17.8
19,17.817.817.917.817.817.817.817.817.817.817.817.817.917.917.917.817.817.817.817.817.717.717.717.7,17.9,17.8,17.7
20,17.717.717.817.817.817.817.817.817.717.717.717.717.717.817.917.917.917.917.917.917.817.717.617.6,17.9,17.8,17.6
21,17.617.717.717.718.018.118.118.118.118.017.817.917.918.018.218.318.218.317.918.018.318.318.318.3,18.3,18.0,17.6
22,18.318.318.218.218.218.218.218.218.218.318.218.218.218.218.318.218.218.218.018.018.218.218.218.1,18.3,18.2,18.0
23,18.118.118.218.218.218.218.218.218.218.218.218.318.318.318.318.418.518.418.718.718.718.618.618.4,18.7,18.4,18.1
24,18.318.318.418.418.518.518.418.518.418.418.418.518.518.418.418.418.418.418.418.418.418.518.518.5,18.5,18.4,18.3
25,18.418.418.418.418.418.418.418.418.418.418.418.418.418.418.518.518.618.518.718.618.618.618.518.6,18.7,18.5,18.4
26,18.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.918.918.918.918.918.9,18.9,18.6,18.5
27,18.818.718.718.718.718.718.718.718.718.718.618.618.618.618.618.618.618.618.618.618.618.618.618.7,18.8,18.7,18.6
28,18.718.718.718.618.518.518.518.518.618.618.618.518.518.518.518.518.618.518.718.818.918.918.918.9,18.9,18.6,18.5
29,18.918.818.818.918.918.918.918.919.019.019.019.019.019.019.119.119.119.119.319.319.419.519.519.6,19.6,19.1,18.8
30,19.619.619.619.619.719.719.719.719.719.719.819.819.819.819.819.819.819.819.919.919.919.919.919.9,19.9,19.8,19.6
31,19.919.819.819.819.819.819.819.819.819.819.719.719.719.719.719.619.619.619.519.419.319.319.319.3,19.9,19.6,19.3
TOTAL,17.917.917.917.917.917.918.017.918.017.917.917.917.917.918.018.018.018.018.018.018.018.018.018.0,18.1,18.0,17.8
