일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,15.415.415.415.515.515.615.515.615.415.415.415.415.415.415.415.415.515.415.615.615.515.415.415.4,15.6,15.5,15.4
02,15.415.515.515.515.615.615.715.615.715.615.615.615.615.515.515.515.515.515.615.615.515.515.515.5,15.7,15.6,15.4
03,15.515.515.515.515.615.615.615.615.715.615.515.515.515.515.515.515.515.515.515.515.515.515.515.5,15.7,15.5,15.5
04,15.415.315.315.415.415.415.615.415.715.615.515.515.515.515.415.415.415.415.515.515.515.515.515.5,15.7,15.5,15.3
05,15.515.515.515.515.615.515.615.515.715.715.715.815.815.815.715.515.515.515.515.915.915.915.915.9,15.9,15.7,15.5
06,15.915.715.615.615.715.715.715.715.916.015.916.016.016.015.915.815.715.815.815.815.916.015.915.9,16.0,15.8,15.6
07,15.915.715.715.715.815.815.815.815.815.815.815.915.815.815.815.815.815.815.815.815.915.915.915.9,15.9,15.8,15.7
08,15.815.815.715.615.615.715.715.715.915.915.915.915.815.915.915.915.915.915.615.615.715.915.915.9,15.9,15.8,15.6
09,15.915.915.915.715.615.715.715.715.815.915.915.915.815.815.815.815.815.815.815.815.915.915.915.9,15.9,15.8,15.6
10,15.815.815.815.815.815.815.815.815.915.915.915.915.915.915.815.815.815.815.815.815.915.915.915.9,15.9,15.8,15.8
11,15.915.915.915.915.915.915.915.915.915.915.916.016.015.915.915.915.915.916.016.016.016.016.016.0,16.0,15.9,15.9
12,16.016.016.016.016.016.016.016.016.016.016.016.016.016.016.016.016.016.016.116.116.116.116.116.1,16.1,16.0,16.0
13,16.116.116.116.116.116.116.116.116.116.116.116.116.116.116.116.216.216.216.216.316.316.316.316.3,16.3,16.2,16.1
14,16.316.316.316.316.316.416.316.416.316.316.316.316.316.316.316.316.316.316.316.316.316.316.216.3,16.4,16.3,16.2
15,16.316.316.316.316.316.216.216.216.216.216.216.216.216.216.216.216.216.216.116.116.116.116.116.1,16.3,16.2,16.1
16,16.116.116.116.116.116.116.116.116.116.116.116.016.116.116.116.116.116.116.116.116.016.016.016.0,16.1,16.1,16.0
17,16.016.116.016.116.216.216.216.216.116.016.016.015.916.016.016.016.016.016.116.216.115.915.915.9,16.2,16.0,15.9
18,15.915.915.915.916.116.116.116.116.116.116.116.016.016.016.015.916.015.916.016.016.016.015.915.8,16.1,16.0,15.8
19,15.815.715.815.815.815.815.915.815.915.915.915.915.915.815.715.715.715.715.715.715.715.715.715.6,15.9,15.8,15.6
20,15.615.515.515.515.515.515.615.515.715.715.715.715.715.715.615.515.515.515.615.715.615.615.615.6,15.7,15.6,15.5
21,15.615.515.515.515.615.615.615.615.615.615.615.615.615.515.515.515.515.515.515.515.515.615.515.5,15.6,15.5,15.5
22,15.515.415.415.415.415.515.515.515.515.515.515.515.515.415.415.315.315.315.415.415.415.415.415.4,15.5,15.4,15.3
23,15.415.415.415.415.415.415.415.415.415.415.515.515.515.515.415.415.415.415.415.315.415.415.415.3,15.5,15.4,15.3
24,15.315.415.315.315.315.315.315.315.315.315.315.315.215.215.215.215.215.215.215.215.215.215.215.1,15.4,15.3,15.1
25,15.115.115.115.115.115.115.115.115.115.115.115.115.115.115.014.914.914.915.015.015.014.914.914.9,15.1,15.0,14.9
26,15.015.015.014.914.914.914.914.914.914.914.914.914.914.914.914.814.814.814.714.714.714.814.814.8,15.0,14.9,14.7
27,14.814.914.814.814.814.714.714.714.714.714.714.714.714.714.714.614.614.614.714.714.714.714.714.7,14.9,14.7,14.6
28,14.714.714.714.714.714.714.714.714.714.614.714.714.714.714.714.714.714.714.414.414.514.514.514.5,14.7,14.6,14.4
29,14.514.614.614.714.614.414.314.414.314.314.314.314.314.314.314.114.114.114.214.214.214.114.114.1,14.7,14.3,14.0
30,14.114.114.114.214.314.013.914.013.913.913.913.914.014.014.014.014.114.014.114.114.114.113.913.9,14.3,14.0,13.9
31,13.913.914.014.014.014.114.214.114.214.214.214.214.214.014.014.014.014.014.114.214.214.214.114.0,14.2,14.1,13.9
TOTAL,15.515.515.515.515.515.515.515.515.515.515.515.515.515.515.515.415.415.415.515.515.515.515.515.5,15.6,15.5,15.4
