일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,18.5,18.4,18.3,18.5,18.3,18.2,18.5,18.2,19.0,18.9,18.6,18.7,18.6,18.6,18.6,18.8,19.0,18.8,19.5,19.4,18.9,18.7,18.6,18.5,19.5,18.7,18.2
02,18.4,18.2,18.2,18.1,18.0,17.9,18.0,17.9,18.4,18.8,18.8,18.9,19.1,19.0,19.1,19.2,19.2,19.2,19.3,19.4,19.5,19.5,19.2,19.1,19.5,18.8,17.9
03,19.1,19.3,19.7,19.6,19.6,19.2,19.0,19.2,20.5,20.6,20.8,21.0,20.6,20.3,20.7,20.8,20.7,20.8,22.6,20.8,19.4,19.5,19.3,19.1,22.6,20.1,19.0
04,19.0,18.8,18.6,18.2,18.1,18.1,18.1,18.1,19.3,19.2,19.4,19.6,19.8,19.8,20.1,20.0,19.8,20.0,19.6,19.4,19.5,19.1,18.8,18.5,20.1,19.1,18.1
05,18.5,18.3,17.9,17.9,17.8,18.0,17.9,18.0,19.1,19.4,19.7,19.3,19.5,19.5,19.2,19.1,19.2,19.1,20.1,19.9,20.1,19.8,20.0,19.7,20.1,19.1,17.8
06,19.9,19.9,19.3,19.3,19.1,18.9,19.5,18.9,19.2,19.7,21.2,21.5,20.9,19.7,19.5,19.0,19.0,19.0,18.9,19.4,19.7,19.7,19.6,20.1,21.5,19.6,18.9
07,19.3,19.2,19.5,19.4,19.1,18.8,19.3,18.8,19.7,20.6,22.9,23.5,23.8,24.6,24.2,24.0,23.8,24.0,23.6,22.8,22.4,22.4,21.7,20.7,24.6,21.6,18.8
08,20.7,21.0,20.5,21.9,21.9,21.5,21.2,21.5,20.0,20.1,19.8,19.9,19.7,20.0,20.0,20.3,21.2,20.3,21.0,20.4,19.5,19.3,19.4,19.3,21.9,20.4,19.3
09,19.4,19.5,19.4,19.4,19.2,19.1,19.3,19.1,19.6,19.9,20.4,20.8,21.1,20.8,21.0,21.5,22.1,21.5,21.3,20.6,20.4,20.2,20.0,20.3,22.1,20.3,19.1
10,20.2,20.2,20.3,20.4,20.9,21.0,20.8,21.0,21.2,22.1,21.8,21.6,22.5,23.1,22.1,21.5,21.6,21.5,21.7,21.7,21.4,21.3,21.1,20.7,23.1,21.4,20.2
