일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,8.08.08.08.18.18.18.18.18.18.08.08.08.08.08.07.98.07.98.08.18.08.08.08.0,8.1,8.0,7.9
02,7.97.97.97.97.97.97.97.97.97.97.87.87.87.77.77.77.77.77.87.87.87.87.77.8,7.9,7.8,7.7
03,7.87.77.77.77.77.87.87.87.87.77.77.67.67.67.67.67.67.67.77.77.77.77.77.7,7.8,7.7,7.6
04,7.77.77.67.67.67.67.77.67.77.77.77.67.57.57.57.67.67.67.67.67.77.77.77.7,7.7,7.6,7.5
05,7.67.67.67.57.57.57.57.57.67.67.67.67.67.67.67.47.47.47.57.57.57.57.57.6,7.6,7.5,7.4
06,7.67.67.67.57.57.57.57.57.67.67.77.67.67.67.67.57.57.57.57.67.57.67.67.6,7.7,7.6,7.4
07,7.77.67.67.67.67.67.67.67.67.77.77.77.87.77.77.67.47.67.57.57.57.67.67.7,7.8,7.6,7.4
08,7.77.77.67.67.57.57.57.57.57.57.67.67.77.77.67.67.57.67.57.57.57.57.57.5,7.7,7.6,7.5
09,7.67.67.67.67.67.57.57.57.57.57.67.67.67.77.77.77.67.77.47.57.67.57.67.6,7.7,7.6,7.4
10,7.67.77.77.67.67.57.57.57.47.47.57.57.57.67.67.57.57.57.47.47.47.47.47.5,7.7,7.5,7.4
11,7.57.57.57.57.57.57.47.57.47.47.47.57.57.57.67.57.57.57.37.47.47.57.47.5,7.6,7.5,7.3
12,7.57.57.57.57.57.57.57.57.47.47.47.57.57.57.67.67.57.67.57.47.47.57.57.4,7.6,7.5,7.4
13,7.57.57.57.57.57.67.67.67.57.57.57.47.57.57.57.57.57.57.67.57.47.57.57.5,7.6,7.5,7.4
14,7.57.57.57.57.67.57.67.57.57.57.67.57.57.67.67.67.67.67.67.67.67.67.67.6,7.6,7.6,7.5
15,7.57.67.67.77.77.77.57.77.67.57.57.57.47.57.57.57.57.57.47.47.47.47.37.3,7.7,7.5,7.3
16,7.27.37.37.37.47.37.37.37.27.17.17.07.07.07.07.17.17.17.16.97.07.06.96.9,7.4,7.1,6.9
17,6.96.96.86.96.96.86.86.86.76.86.76.76.76.76.76.66.76.66.86.86.76.86.86.8,6.9,6.8,6.6
18,6.76.76.76.76.86.86.86.86.86.76.76.76.76.76.76.86.76.86.86.86.86.86.76.8,6.8,6.7,6.7
19,6.76.76.76.76.66.76.76.76.76.76.76.76.76.66.66.76.86.76.76.86.86.86.86.8,6.8,6.7,6.6
20,6.96.86.86.96.96.76.86.76.86.86.86.76.76.76.56.46.56.46.66.66.76.76.76.7,6.9,6.7,6.4
21,6.66.66.66.56.56.56.56.56.56.66.66.66.56.56.46.36.46.36.46.46.46.46.46.4,6.6,6.5,6.3
22,6.46.46.46.46.36.46.46.46.46.46.56.56.56.56.56.46.46.46.36.46.36.46.46.5,6.5,6.4,6.3
23,6.56.56.56.56.36.36.46.36.36.46.56.56.66.66.56.56.46.56.46.36.46.36.46.4,6.6,6.4,6.3
24,6.56.56.46.36.36.26.26.26.26.36.36.36.26.16.05.85.75.85.55.75.95.85.95.8,6.5,6.1,5.5
25,5.85.85.75.55.45.35.25.35.55.55.55.65.45.45.45.45.35.45.25.25.25.35.35.3,5.8,5.4,5.2
26,5.35.35.45.45.35.35.25.35.25.45.35.45.45.45.45.55.45.55.25.25.25.25.35.2,5.5,5.3,5.2
27,5.25.35.35.35.35.25.25.25.15.15.15.05.15.15.25.25.25.25.15.04.94.94.94.9,5.3,5.1,4.9
28,5.05.05.05.15.15.04.95.04.84.84.84.94.84.95.05.05.05.04.94.94.94.94.94.9,5.1,4.9,4.8
29,4.84.94.95.05.05.04.95.04.94.84.84.94.94.84.94.94.94.94.84.95.04.94.94.9,5.0,4.9,4.8
30,4.94.95.05.05.05.15.05.15.05.05.04.94.94.94.84.95.04.95.04.95.05.05.05.0,5.1,5.0,4.8
31,5.05.04.95.05.05.05.05.05.05.05.05.04.94.95.05.04.95.04.84.94.95.05.05.1,5.1,5.0,4.8
TOTAL,6.86.86.86.86.86.86.86.86.76.86.86.86.86.76.76.76.76.76.76.76.76.76.76.7,6.9,6.7,6.6
