일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,23.123.023.022.922.923.023.023.023.022.922.922.922.922.922.822.923.022.923.023.023.022.922.922.9,23.1,23.0,22.8
02,22.922.822.822.822.722.822.822.822.822.722.722.722.622.622.622.522.622.522.722.722.722.622.622.6,22.9,22.7,22.5
03,22.622.622.622.522.522.422.522.422.622.622.622.522.522.522.522.522.522.522.522.622.622.622.622.6,22.6,22.5,22.4
04,22.622.622.522.522.522.522.522.522.522.622.522.522.522.522.522.522.422.522.422.422.422.522.522.5,22.6,22.5,22.4
05,22.522.522.522.522.422.522.422.522.522.622.522.522.522.422.422.422.422.422.422.622.622.622.722.6,22.7,22.5,22.4
06,22.622.622.622.622.522.622.522.622.622.622.622.622.622.522.522.522.522.522.522.622.722.722.822.8,22.8,22.6,22.5
07,22.822.722.722.722.722.622.622.622.722.722.722.722.622.522.522.522.522.522.522.522.522.622.722.7,22.8,22.6,22.5
08,22.722.722.622.722.722.722.722.722.722.722.722.722.622.622.622.622.622.622.622.722.822.822.822.8,22.8,22.7,22.6
09,22.822.922.922.922.822.822.922.822.922.922.922.922.922.922.822.822.822.822.822.822.822.922.922.9,22.9,22.9,22.8
10,23.023.023.023.023.023.023.023.023.023.023.023.023.023.023.023.023.023.023.023.023.023.023.023.1,23.1,23.0,23.0
11,23.123.123.223.223.223.223.223.223.123.123.123.023.123.123.123.123.123.123.123.023.023.023.023.0,23.2,23.1,23.0
12,23.023.023.123.123.123.123.123.123.022.922.922.922.922.922.923.023.023.022.922.922.922.922.822.8,23.1,23.0,22.8
13,22.822.822.822.822.822.922.922.922.722.722.722.722.722.722.722.722.722.722.722.622.622.522.522.5,22.9,22.7,22.5
14,22.422.422.422.522.622.522.422.522.322.322.222.222.222.222.222.222.222.222.322.322.222.222.222.2,22.6,22.3,22.2
15,22.222.122.122.022.122.122.222.122.122.122.122.022.022.022.022.022.122.022.122.222.122.122.122.0,22.2,22.1,22.0
16,22.022.022.021.922.022.022.022.022.021.921.921.921.921.921.921.921.921.922.022.122.022.022.022.0,22.1,22.0,21.9
17,22.022.021.921.921.922.022.022.022.021.921.921.921.921.921.921.921.821.922.022.022.022.022.022.0,22.0,22.0,21.8
18,22.022.021.921.921.922.022.022.022.122.022.022.021.921.921.921.921.921.922.122.122.222.122.222.2,22.2,22.0,21.9
19,22.122.122.122.122.122.122.222.122.222.122.122.122.122.022.022.022.022.022.122.122.122.222.122.1,22.2,22.1,22.0
20,22.122.122.122.122.122.122.122.122.222.222.122.122.122.122.122.022.022.022.022.022.022.122.122.1,22.2,22.1,22.0
21,22.022.122.022.022.022.021.922.021.921.921.821.721.721.721.821.721.721.721.721.621.621.721.821.7,22.1,21.8,21.6
22,21.721.721.721.721.721.721.721.721.721.821.721.721.621.721.721.721.721.721.721.721.721.821.821.8,21.8,21.7,21.6
23,21.821.821.821.821.821.821.821.821.821.821.821.821.721.721.721.721.721.721.721.821.821.821.821.8,21.8,21.8,21.7
24,21.821.921.821.821.821.821.721.821.821.821.821.821.821.721.721.721.721.721.721.721.721.721.721.8,21.9,21.8,21.7
25,21.821.821.821.821.821.721.721.721.721.721.721.721.721.721.721.721.721.721.721.721.721.721.721.7,21.8,21.7,21.7
26,21.721.821.821.821.821.821.721.821.721.721.721.721.721.721.721.721.721.721.721.721.721.721.721.7,21.8,21.7,21.7
27,21.721.721.721.721.821.821.821.821.821.821.821.821.821.821.821.821.821.821.821.821.821.821.821.8,21.8,21.8,21.7
28,21.821.821.821.821.821.821.921.821.821.821.821.821.821.821.821.821.821.821.921.921.921.921.921.9,21.9,21.8,21.8
29,21.921.921.821.921.921.821.921.821.821.821.821.821.821.821.821.821.921.821.921.821.821.821.821.8,21.9,21.8,21.8
30,21.821.721.721.721.721.721.721.721.721.721.621.721.721.621.621.421.521.421.621.621.621.621.621.6,21.8,21.6,21.4
TOTAL,22.322.322.322.322.322.322.322.322.322.322.222.222.222.222.222.222.222.222.222.222.222.322.322.3,22.4,22.3,22.2
