일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,16.7,16.6,16.7,17.1,16.8,16.4,16.4,16.4,20.1,20.9,20.5,21.0,20.7,20.7,20.5,20.4,20.6,20.4,19.9,20.3,18.2,17.6,17.6,17.7,21.0,18.9,16.4
02,17.3,16.9,16.5,16.7,16.7,15.9,17.1,15.9,18.3,18.4,18.6,18.8,19.5,19.6,19.5,19.4,19.5,19.4,19.9,19.5,17.9,18.5,18.9,18.5,19.9,18.3,15.9
03,18.1,17.9,18.3,18.0,17.9,17.8,17.8,17.8,18.8,19.1,20.2,19.4,19.6,19.2,19.3,19.4,19.1,19.4,19.2,18.5,18.0,17.7,17.2,17.0,20.2,18.6,17.0
04,17.1,17.4,17.6,17.6,17.5,17.3,17.8,17.3,18.5,18.9,18.4,18.1,17.8,17.5,17.9,17.6,18.5,17.6,18.5,17.1,16.4,18.0,18.2,19.3,19.3,17.9,16.4
05,19.8,20.6,19.3,20.2,20.0,19.6,17.3,19.6,18.5,18.9,20.3,20.7,21.0,21.5,20.5,19.6,18.9,19.6,18.8,18.6,18.2,17.6,16.6,16.9,21.5,19.2,16.6
06,16.6,16.5,16.3,15.7,15.7,15.4,15.7,15.4,16.3,17.0,16.6,17.2,16.9,18.7,19.2,17.8,17.8,17.8,19.5,20.6,21.0,19.0,18.4,19.5,21.0,17.6,15.4
07,18.7,17.9,17.3,16.8,16.3,15.9,16.0,15.9,16.8,16.8,18.6,20.0,20.3,19.4,19.0,18.7,18.4,18.7,19.6,19.6,17.6,16.6,16.3,16.4,20.3,17.8,15.9
08,16.3,16.1,15.8,16.4,17.4,17.5,17.5,17.5,18.5,19.3,19.8,20.0,20.3,20.3,20.1,20.3,20.0,20.3,19.4,19.5,18.9,18.4,17.4,17.2,20.3,18.5,15.8
09,16.9,16.8,17.4,17.4,17.8,18.0,18.2,18.0,19.7,20.9,21.2,21.2,19.5,19.5,19.4,19.1,19.7,19.1,19.0,18.9,18.4,17.8,17.3,16.9,21.2,18.7,16.8
10,16.9,16.8,16.6,16.3,16.1,16.2,16.6,16.2,20.3,21.4,22.3,21.2,21.1,21.1,21.6,22.8,22.3,22.8,21.4,20.4,20.1,19.9,19.2,19.4,23.0,19.7,16.1
11,19.4,19.9,19.3,18.7,18.4,18.8,19.0,18.8,19.6,21.3,20.9,18.9,19.9,19.9,19.3,20.0,18.6,20.0,19.1,19.6,19.5,19.6,17.9,19.9,21.3,19.4,17.9
12,18.1,17.8,18.1,17.8,19.4,20.2,20.7,20.2,21.7,21.1,20.7,20.9,20.9,20.6,20.2,20.1,20.4,20.1,19.9,19.6,19.5,19.2,18.8,18.5,21.8,19.9,17.8
13,18.4,18.2,17.6,17.0,17.5,17.8,18.0,17.8,20.4,22.3,23.5,23.4,21.4,20.7,21.9,20.2,19.2,20.2,20.2,20.8,19.1,18.8,17.8,19.2,23.5,19.6,17.0
14,20.5,21.1,20.7,20.2,19.9,19.8,19.7,19.8,20.7,21.2,21.7,21.5,21.9,22.2,21.9,20.8,19.6,20.8,17.7,17.1,17.3,17.1,16.3,16.0,22.2,19.7,16.0
15,15.8,16.0,16.0,16.0,16.1,16.4,16.6,16.4,17.4,17.5,17.7,18.4,19.1,19.7,19.9,19.5,19.9,19.5,19.4,19.1,18.6,17.2,17.0,16.4,19.9,17.8,15.8
16,16.5,16.8,16.9,16.5,16.3,16.3,16.5,16.3,17.7,18.8,19.1,19.4,19.7,19.9,19.9,20.0,19.9,20.0,19.9,20.3,18.9,18.2,18.3,17.2,20.3,18.3,16.3
17,17.1,18.3,18.2,18.2,18.4,18.7,18.7,18.7,19.0,19.5,19.9,20.9,21.1,21.0,20.9,21.1,21.2,21.1,19.7,20.1,19.8,19.8,19.8,19.7,21.2,19.6,17.1
18,19.9,19.8,19.9,20.1,20.3,20.4,19.8,20.4,20.0,20.7,20.9,20.9,21.4,21.0,21.1,21.7,21.0,21.7,20.7,20.3,19.9,19.7,19.6,19.7,21.7,20.4,19.6
19,19.4,19.7,19.8,19.6,19.3,19.2,19.1,19.2,19.8,21.3,22.7,21.9,22.5,22.3,22.3,21.9,21.8,21.9,21.0,20.2,20.2,20.5,20.2,20.7,22.7,20.7,19.1
20,20.7,20.7,19.4,19.2,19.7,18.6,18.5,18.6,19.4,20.3,21.2,21.1,20.0,19.9,19.8,19.4,19.7,19.4,19.2,19.0,18.7,18.8,18.4,17.7,21.2,19.5,17.7
21,18.1,18.2,18.2,18.0,17.9,17.8,17.9,17.8,17.5,18.1,19.4,19.6,20.3,20.1,20.1,20.6,21.1,20.6,21.0,21.1,20.6,20.5,19.5,19.3,21.1,19.3,17.4
22,18.5,18.0,19.4,19.7,19.7,19.6,20.1,19.6,21.4,22.4,23.0,22.6,22.4,22.1,22.3,22.8,23.4,22.8,23.0,22.3,21.6,21.3,21.8,21.3,23.7,21.4,18.0
23,18.9,19.5,20.1,20.4,20.4,20.6,20.5,20.6,21.2,21.6,21.7,21.9,21.1,21.0,21.3,21.5,21.2,21.5,20.8,19.9,19.7,19.7,19.9,20.1,21.9,20.6,18.9
24,20.2,20.5,20.7,21.2,20.3,19.6,19.4,19.6,19.3,19.4,19.7,20.0,20.6,20.8,21.1,21.5,22.3,21.5,21.8,21.1,20.7,20.7,20.1,20.4,22.3,20.6,19.3
25,20.6,20.5,20.3,20.0,20.3,20.3,20.5,20.3,20.8,21.2,21.4,21.4,21.8,22.9,23.3,23.5,23.3,23.5,22.9,22.8,22.3,22.3,22.1,22.3,23.5,21.7,20.0
26,21.6,21.9,21.6,21.5,21.5,21.3,21.3,21.3,21.6,21.8,22.0,22.1,22.4,22.7,22.7,23.1,23.7,23.1,23.3,23.4,23.5,23.3,23.0,22.7,23.7,22.4,21.3
27,22.5,23.2,23.1,23.2,23.4,23.2,23.3,23.2,23.6,23.8,23.9,23.8,23.5,23.3,23.4,23.1,23.0,23.1,23.1,23.2,23.0,23.3,23.5,23.3,23.9,23.3,22.5
28,23.4,23.3,23.2,23.0,22.9,23.0,23.0,23.0,23.3,23.4,23.5,23.5,23.7,24.0,23.8,23.8,24.0,23.8,23.7,23.6,23.4,23.3,23.3,23.1,24.2,23.4,22.9
