일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,12.4,12.4,12.5,12.5,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.5,12.5,12.5,12.6,12.6,12.5,12.6,12.5,12.6,12.5,12.5,12.5,12.5,12.6,12.5,12.4
02,12.6,12.6,12.7,12.7,12.7,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.7,12.7,12.7,12.7,12.6,12.7,12.6,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.6
03,12.7,12.7,12.8,12.8,12.8,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.8,12.8,12.8,12.8,12.8,12.7,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.7
04,12.8,12.8,12.9,12.9,12.9,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.8
05,12.9,12.9,12.9,13.0,13.0,13.0,12.9,13.0,12.9,12.9,12.9,12.9,12.9,12.9,12.9,13.0,13.0,13.0,12.9,12.9,12.9,12.9,12.9,12.8,13.0,12.9,12.8
06,12.8,12.8,12.9,13.0,13.0,13.0,13.0,13.0,12.9,12.9,12.9,12.9,12.9,12.9,12.9,13.0,13.0,13.0,13.0,13.0,13.0,12.9,12.9,12.9,13.0,12.9,12.8
07,12.9,12.9,13.0,13.0,13.0,13.1,13.0,13.1,13.0,13.0,13.0,13.0,12.9,13.0,13.0,13.0,13.0,13.0,13.1,13.0,13.0,13.0,13.0,12.9,13.1,13.0,12.9
08,12.9,12.9,12.9,12.9,13.0,13.0,13.1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.1,13.1,13.1,13.0,13.1,13.0,13.1,13.0,12.9
09,13.0,13.0,13.0,13.1,13.1,13.1,13.1,13.1,13.2,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.1,13.0
10,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.4,13.4,13.4,13.4,13.3,13.2
11,13.4,13.4,13.3,13.3,13.3,13.3,13.3,13.3,13.4,13.5,13.5,13.6,13.6,13.6,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.6,13.7,13.9,13.9,13.5,13.3
12,13.9,13.7,13.6,13.6,13.5,13.5,13.5,13.5,13.6,13.6,13.6,13.8,13.9,13.9,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.8,13.9,14.1,14.1,13.7,13.5
13,14.2,14.1,13.9,13.9,13.8,13.7,13.7,13.7,13.7,13.7,13.9,14.1,14.3,14.3,14.1,14.0,14.0,14.0,13.8,13.8,13.8,13.8,13.9,14.0,14.3,13.9,13.7
14,14.6,14.3,14.2,14.1,14.1,14.0,14.0,14.0,14.0,14.1,14.1,14.2,14.5,14.8,14.6,14.3,14.3,14.3,14.1,14.1,14.1,14.2,14.2,14.2,14.8,14.2,14.0
15,14.6,15.0,14.7,14.5,14.4,14.4,14.4,14.4,14.4,14.4,14.5,14.5,14.6,14.8,14.7,14.6,14.6,14.6,14.5,14.5,14.5,14.5,14.5,14.5,15.0,14.5,14.4
16,14.6,14.6,14.7,14.7,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.7,14.8,14.7,14.7,14.7,14.7,14.7,14.6,14.6,14.6,14.6,14.8,14.6,14.6
17,14.7,14.8,14.8,14.8,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.8,14.8,14.8,14.7,14.8,14.8,14.8,14.7,14.7,14.7,14.7,14.8,14.7,14.7
18,14.8,14.8,14.9,14.9,14.9,14.8,14.8,14.8,14.7,14.7,14.7,14.7,14.7,14.8,14.9,14.9,14.9,14.9,14.8,14.8,14.8,14.8,14.7,14.7,14.9,14.8,14.7
19,14.8,14.8,14.9,14.9,14.9,14.9,14.8,14.9,14.8,14.8,14.8,14.8,14.8,14.8,14.9,15.0,15.0,15.0,14.9,14.9,14.9,14.9,14.8,14.8,15.0,14.9,14.8
20,14.8,14.8,14.9,15.0,15.0,15.0,14.9,15.0,14.9,14.9,14.9,14.8,14.8,14.9,14.9,15.0,15.1,15.0,15.0,15.0,15.0,14.9,14.9,14.8,15.1,14.9,14.8
