일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,0.7,0.8,0.7,0.6,0.5,0.7,1.2,0.7,0.6,1.0,2.5,4.6,3.5,3.3,3.4,4.9,4.6,4.9,3.6,1.5,0.9,0.9,1.2,2.2,4.9,2.0,0.5
02,1.8,2.0,1.3,1.8,2.4,2.2,1.7,2.2,1.4,1.7,1.3,2.5,3.3,2.7,2.0,3.1,4.4,3.1,6.1,3.6,0.9,1.9,6.1,3.2,6.1,2.6,0.9
03,1.8,0.8,1.1,0.8,1.1,0.4,0.8,0.4,1.0,1.3,1.6,3.6,4.4,2.4,3.0,3.5,4.1,3.5,2.5,1.0,1.0,0.8,1.2,0.7,4.4,1.8,0.4
04,0.9,1.2,0.8,0.8,1.0,0.8,0.7,0.8,1.1,2.2,2.4,3.0,2.3,2.3,2.7,2.2,3.6,2.2,1.3,1.2,1.7,1.9,2.2,0.8,3.6,1.7,0.3
05,0.9,0.7,0.8,0.6,0.7,0.6,0.7,0.6,1.3,2.2,2.2,3.4,2.9,2.2,2.9,2.8,2.1,2.8,2.6,1.0,0.9,1.0,0.8,0.8,3.4,1.5,0.2
06,0.8,0.7,0.8,1.1,0.9,0.9,0.6,0.9,1.2,1.2,1.7,2.5,3.3,2.5,2.1,2.6,3.8,2.6,2.0,1.8,1.0,0.5,0.8,0.8,3.8,1.5,0.3
07,0.7,0.6,0.8,0.7,0.6,0.7,0.5,0.7,1.0,1.2,1.3,1.6,2.2,1.8,3.9,3.4,4.6,3.4,1.9,1.9,2.4,3.5,3.8,4.1,4.6,1.9,0.5
08,3.7,3.6,3.7,3.8,4.0,4.0,4.0,4.0,5.0,5.0,4.2,4.8,3.6,3.0,2.5,2.0,2.0,2.0,2.3,1.9,2.3,2.6,1.9,1.8,5.0,3.3,1.8
09,1.3,0.5,1.2,2.1,1.7,2.0,2.3,2.0,3.2,3.5,3.3,2.8,2.8,3.3,4.2,4.0,3.3,4.0,3.5,2.6,3.0,3.1,2.7,3.1,4.2,2.7,0.5
10,3.5,3.6,4.8,4.9,5.0,4.0,4.3,4.0,4.5,4.0,3.9,3.2,4.0,2.9,3.0,2.8,3.2,2.8,2.9,2.6,1.8,1.5,1.2,1.3,5.0,3.4,1.2
11,1.2,0.8,0.6,0.4,0.5,0.6,0.8,0.6,0.5,1.8,2.4,2.7,2.6,2.6,2.3,1.8,1.4,1.8,0.7,0.5,0.5,0.4,0.5,0.5,2.7,1.2,0.4
12,0.4,0.4,0.5,0.4,0.4,0.3,0.7,0.3,0.2,1.9,1.5,2.0,2.1,1.5,2.0,2.3,2.1,2.3,1.8,1.7,1.6,1.5,1.2,1.4,2.3,1.3,0.2
13,0.8,1.2,0.6,0.5,0.6,0.5,0.6,0.5,0.9,1.1,1.7,1.4,1.3,1.6,2.2,1.8,1.8,1.8,0.8,1.1,1.0,0.6,0.6,0.7,2.2,1.0,0.3
14,0.5,0.9,0.6,0.6,0.7,0.9,0.6,0.9,0.9,1.4,0.9,1.8,1.6,1.3,2.7,4.6,5.1,4.6,2.0,2.2,2.2,1.4,1.3,1.2,5.1,1.6,0.5
15,1.3,1.1,0.9,0.7,0.7,0.8,0.9,0.8,0.8,1.1,3.2,2.6,1.2,2.8,3.2,3.0,3.0,3.0,2.6,1.3,1.0,1.3,1.4,1.3,3.2,1.7,0.7
16,1.1,1.0,1.0,1.2,1.0,0.6,0.4,0.6,0.4,1.4,2.0,2.8,2.9,2.2,3.9,3.9,2.7,3.9,4.3,3.5,1.6,1.1,1.1,1.1,4.3,1.8,0.2
17,1.0,0.9,0.6,0.6,0.6,0.7,0.8,0.7,1.0,1.4,2.4,3.1,3.3,1.8,3.0,3.4,3.2,3.4,3.1,2.9,0.8,1.0,1.2,0.7,3.4,1.7,0.4
18,0.5,0.7,1.0,1.1,0.8,0.8,0.6,0.8,0.7,1.1,1.8,2.0,1.7,1.7,1.7,3.3,4.2,3.3,3.9,2.4,1.7,1.2,1.3,0.7,4.4,1.7,0.3
19,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.7,0.5,0.7,1.2,2.6,3.1,1.6,3.8,2.4,2.4,2.4,1.4,1.9,1.4,0.9,0.8,0.6,3.8,1.4,0.1
20,0.6,0.6,0.7,0.5,0.5,0.7,0.6,0.7,0.5,1.2,1.7,1.7,2.2,2.7,3.3,2.1,2.0,2.1,1.4,2.2,1.2,0.5,0.7,1.0,3.3,1.3,0.5
21,1.5,0.8,0.7,0.7,0.5,0.9,0.6,0.9,0.6,1.5,1.6,1.5,1.5,1.8,2.1,2.8,2.0,2.8,0.4,0.7,1.0,0.9,0.4,0.6,2.8,1.1,0.2
22,0.4,0.4,0.4,0.8,0.8,1.4,1.4,1.4,1.5,1.2,2.2,2.0,2.1,1.7,2.4,3.2,2.6,3.2,1.7,1.2,0.8,0.8,0.5,1.2,3.2,1.4,0.4
23,0.5,0.4,0.8,1.3,0.7,0.8,0.6,0.8,1.0,1.6,2.5,1.7,2.8,3.4,3.0,3.4,2.6,3.4,2.9,2.8,2.4,1.1,0.9,1.0,3.4,1.7,0.3
24,1.0,0.8,0.9,0.9,0.8,0.9,0.6,0.9,0.6,0.7,2.3,2.9,2.5,3.1,3.4,3.5,3.6,3.5,1.7,1.6,0.7,0.8,1.0,0.9,3.6,1.6,0.3
25,0.7,0.6,0.9,0.6,0.4,0.9,0.5,0.9,1.6,1.5,2.6,2.4,1.6,3.1,4.5,3.5,4.1,3.5,2.4,1.7,2.0,2.9,1.3,2.5,4.5,1.9,0.4
26,0.5,1.1,2.1,1.0,1.2,1.2,0.9,1.2,1.0,1.4,1.3,2.6,2.9,3.7,2.2,2.2,2.6,2.2,1.7,1.9,2.4,1.5,1.0,1.0,3.7,1.7,0.5
27,0.5,0.7,0.5,1.4,2.5,1.9,2.2,1.9,4.3,4.1,4.3,5.1,5.9,6.2,6.1,6.1,5.9,6.1,5.4,3.8,3.1,2.1,1.3,1.0,6.9,3.5,0.5
28,0.7,0.6,1.1,0.6,0.7,0.9,0.5,0.9,1.9,2.1,2.3,1.5,2.2,2.9,3.3,1.4,2.2,1.4,3.6,2.5,0.8,0.7,0.6,1.0,3.6,1.5,0.4
29,1.0,0.7,0.6,0.5,0.7,0.7,0.4,0.7,1.6,1.7,2.3,2.9,2.9,3.0,4.1,4.1,3.8,4.1,2.0,1.1,1.2,0.5,0.5,0.3,4.1,1.7,0.2
