일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,26.226.326.226.226.226.326.326.326.226.126.026.026.026.025.925.925.925.925.625.425.325.125.125.3,26.3,25.9,25.1
02,25.525.525.225.225.225.225.225.224.924.724.624.824.924.924.924.924.924.924.924.824.624.424.224.3,25.5,24.9,24.2
03,24.524.524.424.324.324.424.524.424.324.223.923.924.124.124.023.924.023.924.024.123.923.923.723.6,24.5,24.1,23.6
04,23.723.823.823.723.723.723.723.723.723.623.523.423.423.523.523.523.523.523.623.623.623.523.423.3,23.8,23.6,23.3
05,23.323.423.423.523.523.523.523.523.523.323.223.123.223.223.323.323.423.323.523.423.323.323.323.2,23.5,23.4,23.1
06,23.123.223.323.423.423.423.423.423.323.323.323.223.023.023.123.123.223.123.223.223.223.223.223.1,23.4,23.2,23.0
07,23.023.023.023.023.123.123.123.123.123.123.123.123.023.023.023.023.023.023.023.123.123.123.123.1,23.1,23.1,23.0
08,22.922.922.822.822.822.922.822.922.822.822.822.822.722.822.822.822.822.823.023.022.922.922.822.8,23.0,22.8,22.7
09,22.822.822.822.822.822.822.822.822.722.722.722.722.722.722.722.822.822.822.822.822.822.822.822.8,22.8,22.8,22.7
10,22.822.822.822.822.822.822.722.822.722.822.722.722.722.722.722.722.722.722.822.822.822.822.822.8,22.8,22.8,22.7
11,22.822.822.822.822.822.822.822.822.822.822.722.722.722.722.822.722.822.722.822.822.822.822.822.8,22.8,22.8,22.7
12,22.822.822.822.822.822.822.822.822.822.822.822.822.822.822.822.822.822.822.822.822.822.822.822.8,22.8,22.8,22.8
13,22.822.822.822.822.822.822.822.822.822.822.922.822.822.822.822.822.822.822.822.822.922.822.822.8,22.9,22.8,22.8
14,22.822.822.822.922.822.822.822.822.822.722.722.722.722.622.722.722.722.722.722.622.622.622.622.6,22.9,22.7,22.6
15,22.622.622.622.622.722.622.522.622.522.522.522.522.522.522.522.522.522.522.522.522.422.422.522.5,22.7,22.5,22.4
16,22.522.522.522.522.522.622.522.622.322.222.322.322.322.422.422.422.522.422.522.522.422.422.522.5,22.6,22.4,22.2
17,22.522.522.422.422.522.622.522.622.422.322.222.322.322.422.422.422.422.422.522.522.522.422.522.4,22.6,22.4,22.2
18,22.422.522.522.422.522.522.522.522.522.522.222.122.222.222.322.322.322.322.322.322.322.222.122.1,22.5,22.3,22.1
19,22.222.322.322.322.322.322.422.322.222.121.921.822.022.122.122.122.122.122.122.021.921.821.721.7,22.4,22.1,21.7
20,21.621.821.921.821.821.821.621.821.521.421.321.221.221.521.521.421.521.421.421.421.321.321.221.2,21.9,21.5,21.2
21,21.021.121.221.321.221.221.221.221.121.120.920.820.720.720.920.920.920.920.920.921.020.920.920.8,21.3,21.0,20.7
22,20.720.620.720.820.820.820.820.820.820.820.720.720.720.620.720.720.720.720.820.820.820.820.720.7,20.8,20.7,20.6
23,20.620.420.220.220.520.420.420.420.520.320.019.819.819.920.120.220.420.220.220.320.320.220.220.1,20.6,20.2,19.8
24,20.020.020.020.120.220.320.320.320.020.019.819.919.919.920.020.020.120.020.120.120.120.120.120.1,20.3,20.1,19.8
25,20.120.120.120.120.120.120.120.120.120.120.120.120.220.120.120.120.120.120.120.120.220.220.220.2,20.2,20.1,20.1
26,20.220.220.220.220.220.220.220.220.320.320.320.220.320.120.220.220.220.220.320.320.320.320.320.3,20.3,20.2,20.1
27,20.220.320.220.120.220.220.220.220.220.320.320.320.220.220.320.220.320.220.220.220.220.320.320.3,20.3,20.2,20.1
28,20.220.220.220.220.120.120.120.120.120.220.220.220.120.020.020.120.120.120.120.120.120.120.120.1,20.2,20.1,20.0
29,20.120.120.120.120.120.020.020.019.919.919.919.919.819.919.919.919.919.919.919.919.919.919.919.9,20.1,20.0,19.8
30,19.919.919.919.919.919.919.919.919.719.819.719.819.819.819.819.819.819.819.919.919.919.919.819.8,19.9,19.8,19.7
31,19.819.819.819.819.819.819.819.819.719.619.619.619.619.719.719.719.719.719.719.819.719.719.719.7,19.8,19.7,19.6
TOTAL,22.122.122.122.122.122.122.122.122.122.022.021.921.922.022.022.022.022.022.022.022.022.021.921.9,22.2,22.0,21.8
