일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,9.59.69.69.79.79.79.79.79.69.59.49.19.19.49.69.69.69.69.69.69.69.59.69.5,9.7,9.5,9.1
02,9.49.59.69.69.69.69.59.69.69.59.59.39.49.59.59.59.69.59.69.69.69.69.59.4,9.6,9.5,9.3
03,9.39.39.49.49.49.49.49.49.49.49.39.29.39.49.49.49.49.49.49.49.49.49.49.4,9.4,9.4,9.2
04,9.39.49.49.49.49.49.49.49.49.49.39.39.39.29.29.29.39.29.39.49.39.39.49.3,9.4,9.3,9.2
05,9.39.49.49.49.49.49.49.49.39.39.39.49.49.49.49.49.49.49.49.49.39.39.39.4,9.4,9.4,9.3
06,9.39.39.49.49.49.49.59.49.69.59.59.59.59.59.59.69.69.69.59.59.39.39.39.3,9.6,9.4,9.3
07,9.39.39.39.29.19.19.39.19.29.39.39.39.39.39.39.49.49.49.39.39.39.39.39.3,9.4,9.3,9.1
08,9.39.39.39.39.49.49.39.49.39.39.29.29.29.29.29.29.39.29.39.39.39.49.39.4,9.4,9.3,9.2
09,9.39.49.49.49.49.59.59.59.49.49.59.59.59.59.59.69.69.69.79.79.79.69.69.7,9.7,9.5,9.3
10,9.79.79.79.79.89.89.89.89.99.99.89.89.89.89.89.99.99.910.010.010.010.09.910.0,10.0,9.9,9.7
11,10.010.010.010.010.110.010.110.010.110.110.010.010.110.110.010.110.110.110.110.210.110.210.310.2,10.3,10.1,10.0
12,10.210.210.210.210.210.210.210.210.310.310.310.210.210.210.210.110.210.110.210.210.110.310.310.2,10.3,10.2,10.1
13,10.210.210.310.310.310.310.210.310.210.210.210.210.210.210.310.310.210.310.210.210.310.310.410.4,10.4,10.3,10.2
14,10.310.210.310.410.410.310.310.310.410.410.410.410.310.310.310.310.310.310.310.310.410.410.410.4,10.4,10.3,10.2
15,10.410.410.310.410.410.410.410.410.510.410.510.610.610.410.310.310.310.310.310.410.310.310.310.3,10.6,10.4,10.3
16,10.110.210.310.310.310.210.210.29.99.69.49.39.29.19.910.09.810.09.89.79.59.28.78.3,10.3,9.7,8.3
17,8.28.18.59.29.19.19.19.19.19.18.58.28.18.59.19.19.29.19.29.29.39.39.29.1,9.3,8.9,8.1
18,9.09.09.19.39.39.29.29.29.29.08.88.68.48.48.68.99.08.99.09.08.99.08.88.8,9.3,8.9,8.4
19,8.78.68.68.68.78.88.88.88.78.88.58.58.48.48.48.58.78.58.68.68.58.68.68.5,8.8,8.6,8.4
20,8.58.48.28.18.08.38.48.38.38.28.28.18.07.77.67.47.47.48.18.17.97.87.97.9,8.5,8.0,7.4
21,7.87.87.67.47.47.67.87.67.67.57.57.67.67.57.57.57.47.57.57.67.67.57.47.4,7.8,7.6,7.4
22,7.57.47.47.27.07.07.27.07.47.37.17.17.17.17.17.17.17.17.07.07.07.17.17.0,7.5,7.2,7.0
23,7.07.07.07.07.06.97.06.97.07.06.96.96.96.96.96.96.96.96.96.96.96.96.96.8,7.0,6.9,6.8
24,6.86.86.86.86.76.86.76.86.76.76.76.76.66.66.66.66.76.66.76.86.76.76.66.6,6.9,6.7,6.6
25,6.66.66.66.66.66.66.76.66.66.56.46.56.46.46.46.46.46.46.56.56.46.56.46.4,6.7,6.5,6.4
26,6.46.46.46.46.46.46.46.46.26.36.36.36.36.26.36.26.36.26.26.36.46.36.36.3,6.4,6.3,6.2
27,6.36.36.36.36.36.36.36.36.36.26.36.36.26.26.36.26.26.26.36.36.36.36.46.3,6.4,6.3,6.2
28,6.36.36.36.46.46.36.36.36.26.16.26.26.26.26.36.36.36.36.36.36.46.46.36.3,6.4,6.3,6.1
29,6.36.36.36.36.46.36.36.36.46.46.36.36.36.26.36.36.36.36.46.36.36.46.56.3,6.5,6.3,6.2
30,6.36.36.36.36.46.46.36.46.36.36.26.26.26.26.36.26.46.26.36.46.36.26.26.3,6.4,6.3,6.2
31,6.36.36.36.36.36.26.26.26.26.16.16.06.16.06.16.16.16.16.26.26.26.26.26.2,6.3,6.2,6.0
TOTAL,8.58.58.58.58.58.58.58.58.58.58.48.48.48.48.48.48.58.48.58.58.58.58.48.4,8.6,8.5,8.2
