일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,11.6,12.2,12.5,12.1,12.0,12.4,12.5,12.4,13.5,12.5,12.1,12.2,12.2,12.6,13.0,13.1,13.1,13.1,13.1,13.0,13.1,13.3,13.2,13.1,13.7,12.7,11.6
02,13.1,12.6,12.7,13.7,13.2,13.6,13.3,13.6,13.4,13.2,13.1,13.0,13.0,13.0,13.1,13.2,13.2,13.2,13.3,13.2,13.2,12.9,12.2,11.6,13.7,13.1,11.6
03,11.7,11.6,11.4,11.2,10.5,10.4,10.9,10.4,13.8,14.6,15.5,15.9,15.9,15.6,16.4,16.3,16.5,16.3,16.5,16.1,16.1,15.8,15.8,15.7,16.5,14.3,10.4
04,15.2,15.3,15.8,16.0,16.9,16.7,17.2,16.7,18.7,19.1,18.8,20.0,21.0,20.6,20.1,20.0,19.9,20.0,22.0,21.6,20.9,19.6,18.3,17.0,22.0,18.8,15.2
05,16.2,14.6,13.8,13.6,13.7,13.5,13.2,13.5,14.4,16.3,16.4,17.6,18.0,16.2,16.8,16.3,16.3,16.3,17.1,17.0,16.8,16.7,16.8,16.4,18.0,15.7,13.2
06,15.7,15.3,14.2,14.0,13.2,13.3,13.3,13.3,16.4,17.4,18.3,19.3,19.5,19.9,20.1,19.8,19.8,19.8,19.0,18.4,18.0,17.9,18.1,17.7,20.1,17.2,13.2
07,18.0,17.5,18.4,18.8,18.8,18.1,18.2,18.1,19.4,19.9,21.0,24.0,21.0,20.7,19.8,18.3,17.5,18.3,16.4,16.4,16.3,15.7,15.1,14.7,24.0,18.3,14.7
08,13.8,13.5,13.2,13.0,12.6,12.6,12.9,12.6,15.4,16.0,16.3,17.4,17.2,17.3,17.7,18.3,18.4,18.3,22.7,20.4,19.4,18.6,19.5,18.6,22.7,16.7,12.6
09,18.0,17.5,16.5,16.3,15.4,15.1,15.3,15.1,16.5,18.2,19.3,19.7,19.6,19.9,19.9,19.7,19.8,19.7,19.0,17.5,17.1,17.0,17.1,17.3,19.9,17.8,15.1
10,17.3,17.4,17.2,17.3,17.2,16.9,16.9,16.9,18.2,18.1,18.5,18.3,19.2,20.0,19.4,19.3,19.3,19.3,19.3,20.8,21.2,21.0,20.5,19.8,21.2,18.8,16.9
11,18.5,18.2,17.9,17.8,17.1,17.1,17.5,17.1,18.4,18.4,18.6,18.6,18.7,18.9,18.5,18.4,18.3,18.4,18.0,17.7,17.3,17.1,17.3,17.7,18.9,18.0,17.1
12,18.0,17.8,16.9,16.4,16.5,16.5,16.6,16.5,16.9,17.2,17.6,17.8,18.0,18.2,18.5,18.4,18.6,18.4,18.4,18.3,17.9,18.0,18.0,17.9,18.6,17.7,16.4
13,17.7,17.7,17.7,17.6,17.6,17.6,17.8,17.6,19.0,19.7,19.4,19.4,18.8,18.5,19.1,19.2,18.7,19.2,18.2,18.0,17.7,17.5,17.4,17.3,19.7,18.3,17.3
14,17.4,17.6,17.5,17.3,17.4,17.5,17.8,17.5,18.0,18.6,18.9,19.8,20.2,22.2,22.8,23.2,21.8,23.2,20.0,21.3,21.6,21.5,21.4,20.5,23.2,19.8,17.3
15,19.4,19.3,19.5,20.5,20.2,19.2,18.7,19.2,19.3,21.7,25.0,27.1,27.1,28.1,28.6,29.0,28.6,29.0,21.0,20.5,20.2,19.6,19.6,19.5,29.0,22.2,18.6
16,19.8,20.2,21.4,23.8,23.0,22.3,23.4,22.3,22.0,22.7,23.0,24.0,24.7,26.8,23.2,24.1,26.0,24.1,23.8,23.6,22.7,21.8,19.9,18.3,26.8,22.8,18.3
17,17.1,17.0,16.9,16.5,16.3,16.1,15.8,16.1,15.8,15.9,15.9,16.4,16.5,16.5,16.3,16.2,16.3,16.2,16.4,16.4,16.4,16.4,16.1,15.9,17.1,16.3,15.8
18,16.1,16.1,15.9,15.7,15.8,15.8,15.9,15.8,16.3,16.6,16.8,17.4,17.4,17.4,17.8,18.9,18.3,18.9,18.0,17.8,17.5,18.1,18.1,18.0,18.9,17.1,15.7
