일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,10.0,9.2,9.0,8.3,8.3,8.4,7.5,8.4,7.1,6.2,5.8,5.3,5.7,6.7,6.7,6.8,6.6,6.8,6.3,6.3,5.0,2.9,5.0,6.5,10.0,6.8,2.9
02,7.5,9.7,10.6,9.9,9.2,10.1,9.4,10.1,8.9,8.4,8.1,7.2,5.5,5.7,5.0,6.0,5.8,6.0,5.8,5.1,3.6,2.1,2.5,2.9,10.6,6.8,2.1
03,2.3,2.3,2.5,2.4,2.0,2.7,3.0,2.7,2.0,2.3,2.7,2.6,2.1,3.2,2.5,3.1,1.7,3.1,2.1,2.3,2.3,2.2,2.1,2.1,3.2,2.4,1.7
04,2.3,2.3,2.0,1.3,0.9,1.5,1.2,1.5,1.3,1.5,1.7,1.6,1.9,2.3,1.6,2.4,2.5,2.4,1.4,0.9,0.8,0.7,0.6,0.8,2.5,1.5,0.6
05,1.1,2.1,2.3,2.0,3.7,3.7,4.7,3.7,5.8,7.3,6.3,5.7,6.6,4.3,4.9,4.4,4.2,4.4,4.8,4.6,4.2,3.6,4.2,4.2,7.3,4.3,1.1
06,4.4,4.6,5.8,5.9,6.3,6.1,7.0,6.1,8.1,9.1,8.6,9.4,9.5,9.0,7.8,8.8,9.6,8.8,9.0,9.8,10.8,11.0,12.2,14.6,14.6,8.6,4.4
07,15.5,16.3,17.3,16.2,15.0,15.5,14.3,15.5,13.2,10.9,10.0,9.0,9.4,8.5,9.0,8.2,7.7,8.2,7.1,6.8,6.1,5.6,6.6,7.0,17.3,10.6,5.6
08,9.1,8.6,8.8,8.7,8.5,8.7,8.8,8.7,9.9,7.9,6.5,5.8,5.6,7.4,7.6,9.8,9.2,9.8,9.6,10.3,10.2,9.5,8.3,7.8,10.7,8.7,5.6
09,6.6,7.0,6.5,6.8,7.0,8.7,11.3,8.7,12.5,12.2,13.7,12.7,14.1,13.7,10.1,10.7,10.6,10.7,11.4,9.7,10.0,7.5,5.7,5.6,14.1,9.7,5.6
10,5.2,4.2,4.2,3.9,3.9,4.0,3.9,4.0,5.2,3.9,3.6,4.2,4.3,5.5,6.2,6.2,6.1,6.2,5.9,5.2,6.1,5.3,5.2,4.4,6.4,4.9,3.6
11,3.6,3.5,3.2,4.1,4.0,4.3,3.5,4.3,1.4,2.0,1.9,2.2,2.2,2.7,2.5,1.1,2.0,1.1,2.1,1.7,2.2,2.4,3.4,4.9,4.9,2.7,1.1
12,5.6,6.3,5.6,6.0,5.5,5.0,5.1,5.0,4.5,5.2,5.7,4.5,2.6,2.8,2.4,1.7,1.9,1.7,10.0,7.5,6.0,5.2,5.0,4.4,10.0,4.9,1.7
13,5.4,5.4,5.8,4.4,4.5,4.2,4.3,4.2,5.9,6.0,4.9,7.0,9.0,10.5,10.9,10.1,10.3,10.1,8.4,8.1,7.4,8.5,7.5,5.6,10.9,7.1,4.2
