일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,8.8,8.8,8.9,9.8,9.0,8.1,8.2,8.1,7.8,6.8,9.9,9.5,10.0,9.7,9.7,8.9,8.8,8.9,8.5,7.7,7.1,6.2,5.4,4.9,10.0,8.3,4.9
02,4.2,3.9,3.5,4.0,4.1,4.4,3.7,4.4,3.5,1.8,2.1,2.1,2.2,6.6,8.1,8.2,7.1,8.2,4.9,5.9,4.7,3.6,8.2,11.3,11.3,4.8,1.8
03,10.9,10.7,10.1,9.9,10.6,9.8,9.7,9.8,9.3,10.1,10.5,11.2,11.5,11.2,11.8,9.6,7.5,9.6,7.3,8.2,7.8,7.8,7.1,5.9,11.8,9.4,5.9
04,5.4,5.6,5.5,4.6,4.6,4.3,4.4,4.3,2.2,1.9,1.9,2.0,3.2,4.4,6.1,5.4,5.0,5.4,6.6,5.2,4.6,5.1,5.2,4.5,7.6,4.5,1.9
05,3.7,3.1,2.4,1.8,1.3,2.1,2.1,2.1,1.4,1.4,1.8,1.3,1.0,1.4,1.8,1.2,1.0,1.2,0.6,0.9,0.9,0.9,1.1,1.2,3.7,1.5,0.6
06,1.0,2.3,2.3,0.8,0.8,0.7,1.0,0.7,0.9,0.6,0.8,1.0,1.2,1.3,2.3,2.5,2.4,2.5,2.2,2.1,1.9,2.4,2.8,3.0,3.0,1.6,0.6
07,2.9,3.0,3.1,3.1,2.8,2.9,3.6,2.9,2.5,2.6,1.6,1.7,2.7,1.9,2.2,4.1,4.5,4.1,3.3,3.4,3.5,3.6,2.3,1.6,4.5,2.9,1.6
08,1.1,0.9,1.3,0.9,0.9,1.0,0.8,1.0,1.1,1.6,2.2,4.0,4.6,4.7,5.2,4.6,4.4,4.6,3.3,1.3,0.9,1.0,1.1,1.5,5.2,2.2,0.8
09,2.4,2.6,2.5,2.4,3.8,2.6,1.8,2.6,1.5,2.0,4.6,3.9,4.4,5.0,3.9,3.6,4.4,3.6,2.4,2.0,1.9,1.2,1.9,1.6,5.0,2.8,1.2
10,1.2,2.5,2.8,2.2,1.4,0.8,1.2,0.8,3.6,3.2,2.8,3.2,3.1,2.8,2.4,2.1,1.9,2.1,2.4,3.2,2.9,2.9,3.0,2.6,3.6,2.4,0.8
