일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,0.4,1.3,1.2,0.3,0.2,0.8,1.3,0.8,1.3,1.7,1.5,0.9,1.7,3.0,1.9,2.5,1.7,2.5,1.6,1.7,2.2,1.1,1.5,1.9,3.0,1.5,0.2
02,2.0,0.8,1.9,2.2,1.6,1.3,1.4,1.3,1.1,2.0,4.3,2.9,2.6,2.3,2.6,2.9,1.8,2.9,1.0,2.1,1.3,0.9,0.9,0.8,4.3,1.8,0.5
03,1.0,0.2,0.6,0.6,0.5,0.7,0.4,0.7,2.8,3.4,2.5,2.1,2.8,3.0,3.1,3.0,2.3,3.0,2.5,4.9,3.7,5.1,2.3,1.7,5.1,2.2,0.2
04,1.0,0.9,1.1,0.4,1.5,0.6,0.9,0.6,1.6,2.8,3.4,3.8,3.8,4.5,4.9,4.7,4.6,4.7,3.9,4.2,3.3,3.2,3.0,3.2,4.9,2.8,0.4
05,2.4,3.3,2.5,2.2,1.1,2.0,1.2,2.0,1.4,2.1,4.5,6.3,6.7,6.3,5.8,4.7,4.9,4.7,3.3,2.7,1.3,0.6,0.7,0.5,6.7,3.0,0.5
06,0.4,0.7,0.5,0.2,0.1,0.4,0.2,0.4,1.3,2.3,3.4,3.6,5.5,5.9,5.2,6.2,5.5,6.2,2.0,1.8,1.2,0.5,1.8,1.9,6.2,2.4,0.1
07,1.4,1.1,1.2,0.8,1.0,1.1,0.9,1.1,1.2,1.4,1.3,1.9,3.2,1.9,2.5,2.3,2.3,2.3,1.3,2.2,2.2,1.2,0.7,0.6,3.2,1.5,0.6
08,0.4,0.7,1.3,1.2,1.9,1.9,0.5,1.9,0.5,2.0,1.8,2.0,4.6,3.7,2.4,3.7,4.9,3.7,5.3,4.5,3.2,2.0,1.7,3.6,5.4,2.5,0.3
09,3.6,4.1,3.7,3.3,4.4,7.0,7.9,7.0,6.3,5.9,6.2,6.3,6.4,5.6,5.7,6.0,5.2,6.0,5.3,4.9,4.2,3.0,2.5,2.8,7.9,5.1,2.5
10,1.9,2.5,1.7,1.4,1.6,0.8,0.5,0.8,2.3,4.0,4.2,4.0,2.8,2.1,2.3,1.0,1.8,1.0,0.5,0.4,0.5,0.9,1.0,0.8,4.2,1.7,0.4
11,1.0,1.6,2.1,1.3,0.6,2.7,2.9,2.7,5.5,5.2,3.2,4.3,4.5,4.6,5.9,6.1,6.7,6.1,6.1,5.7,5.1,3.8,3.8,2.7,6.7,4.0,0.6
12,2.2,0.6,1.4,1.5,1.2,2.0,2.3,2.0,3.3,3.4,2.0,2.2,2.1,1.2,1.3,2.0,3.2,2.0,2.4,3.3,2.4,4.3,3.1,3.1,4.3,2.3,0.6
13,2.5,3.2,2.0,1.5,3.0,2.3,2.5,2.3,3.6,4.1,3.3,3.8,3.8,3.8,3.9,4.8,5.0,4.8,2.9,1.9,2.0,2.1,2.0,1.7,5.0,3.0,1.5
14,1.4,1.1,3.7,4.0,3.3,4.2,5.9,4.2,3.2,4.2,4.2,4.0,5.2,4.5,4.5,2.7,3.7,2.7,2.8,1.5,3.8,2.4,1.4,1.7,5.9,3.4,1.1
15,1.8,1.6,0.8,1.6,0.9,0.6,0.8,0.6,1.8,2.5,4.0,4.4,4.1,4.2,3.8,3.7,3.8,3.7,2.9,3.9,3.7,3.9,4.4,3.8,4.4,2.8,0.6
16,3.5,3.2,3.3,4.3,3.8,4.4,5.1,4.4,4.8,5.0,5.3,6.1,6.2,5.2,5.8,6.4,6.7,6.4,6.6,7.0,7.3,6.9,5.1,5.3,7.3,5.4,3.2
17,5.2,5.4,5.3,3.4,3.3,3.6,1.6,3.6,1.4,1.2,0.5,0.6,1.2,0.7,0.9,1.4,1.6,1.4,0.6,0.8,0.3,1.1,1.3,1.8,5.4,1.9,0.3
18,1.6,1.5,2.3,2.0,1.8,1.8,1.0,1.8,1.0,1.3,3.1,2.3,2.7,3.9,4.4,4.2,4.5,4.2,3.9,3.0,1.6,1.6,1.5,0.9,4.5,2.4,0.8
19,0.7,0.9,0.5,0.5,0.1,0.2,0.2,0.2,1.0,1.1,2.5,2.8,3.5,2.7,1.6,2.4,2.3,2.4,2.1,1.0,1.0,0.8,1.1,1.2,3.5,1.4,0.1
20,0.5,0.7,0.9,0.7,0.2,0.2,1.0,0.2,0.7,1.6,3.2,3.1,2.1,4.0,3.6,2.2,2.9,2.2,3.3,2.2,1.8,0.7,0.6,0.5,4.0,1.7,0.2
21,1.0,1.6,0.7,0.8,1.3,1.0,0.8,1.0,1.3,2.6,2.5,2.4,3.0,5.1,5.4,2.3,3.2,2.3,3.3,7.9,5.0,6.2,5.0,2.3,7.9,2.9,0.7
22,0.9,0.9,3.3,7.0,6.4,4.6,3.4,4.6,0.3,0.8,0.4,0.8,0.8,0.7,1.2,0.9,0.6,0.9,0.7,0.9,0.7,1.2,0.3,0.2,7.0,1.7,0.2
23,0.4,1.1,1.0,1.5,0.9,1.4,1.8,1.4,0.6,2.1,1.9,3.6,4.2,3.6,3.7,5.4,4.2,5.4,5.9,4.6,2.5,6.5,9.8,8.8,9.8,3.4,0.4
24,7.7,6.9,4.5,5.6,7.7,7.6,9.0,7.6,11.3,11.8,11.0,11.0,10.5,10.3,9.4,9.3,10.1,9.3,7.9,6.7,5.8,3.4,0.8,1.2,11.8,7.9,0.8
25,1.5,2.4,2.7,1.5,1.5,1.9,3.7,1.9,1.9,1.8,1.8,1.5,1.8,2.7,3.5,7.4,8.0,7.4,7.0,6.8,7.2,7.6,8.7,7.5,8.7,4.1,0.7
26,6.1,6.1,5.0,4.1,3.6,3.4,1.5,3.4,0.2,0.9,1.2,1.1,1.3,1.2,1.8,1.4,1.1,1.4,1.0,1.3,1.0,1.6,1.5,0.6,6.1,2.0,0.2
27,0.5,0.7,0.3,0.3,0.7,0.6,1.0,0.6,1.5,1.9,2.9,2.8,3.1,3.5,4.2,9.1,9.6,9.1,9.2,7.5,7.7,7.2,6.6,8.4,9.6,4.2,0.3
28,7.3,6.9,7.9,5.9,3.3,5.8,2.8,5.8,3.5,4.0,4.9,8.2,9.2,9.1,10.4,10.2,9.7,10.2,6.7,4.9,2.1,0.9,1.1,1.8,10.4,5.7,0.9
29,0.8,1.3,0.8,0.3,0.7,1.1,0.7,1.1,0.8,1.7,6.5,6.3,6.3,7.9,8.6,9.5,9.3,9.5,5.2,2.1,2.5,5.9,2.1,5.3,9.5,3.9,0.3
30,5.1,1.2,0.4,0.6,0.5,1.5,0.4,1.5,0.7,0.8,1.3,1.4,1.8,2.6,3.1,3.2,2.5,3.2,6.9,4.8,3.8,3.1,2.2,1.7,7.2,2.4,0.4
31,0.5,0.1,0.3,0.0,0.2,0.5,0.5,0.5,0.7,0.7,1.0,1.4,1.9,1.7,2.6,1.6,1.7,1.6,1.7,1.7,1.3,0.9,0.7,0.9,2.6,1.0,0.0
TOTAL,2.1,2.1,2.1,2.0,1.9,2.2,2.1,2.2,2.2,2.8,3.2,3.5,3.9,3.9,4.1,4.3,4.4,4.3,3.7,3.5,3.0,2.9,2.6,2.5,6.2,3.0,0.6
