일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,14.314.314.314.314.314.214.214.214.314.314.314.314.314.414.214.114.014.013.913.8,14.4,14.2,13.8
02,13.713.813.813.813.813.914.013.913.913.913.914.114.114.114.114.214.214.214.114.114.114.014.013.9,14.2,14.0,13.7
03,13.913.813.813.813.913.913.913.913.913.913.913.913.913.813.913.913.913.914.014.014.013.913.913.8,14.0,13.9,13.8
04,13.813.713.713.713.713.713.713.713.713.613.613.613.613.713.713.813.813.813.713.713.613.613.513.5,13.8,13.7,13.5
05,13.413.413.313.313.313.313.413.313.413.313.313.313.413.413.513.513.513.513.313.313.313.213.213.1,13.5,13.3,13.1
06,13.012.912.812.812.812.913.012.913.013.013.013.013.113.113.113.113.113.113.012.912.912.912.912.9,13.1,13.0,12.8
07,12.812.712.612.512.512.612.712.612.812.812.812.812.812.912.913.013.013.012.812.812.812.812.812.7,13.0,12.8,12.5
08,12.612.612.512.412.412.412.412.412.412.412.512.512.512.512.612.712.712.712.612.612.612.612.612.6,12.7,12.5,12.4
09,12.612.612.612.512.412.412.412.412.412.412.512.512.612.612.712.712.612.712.512.512.512.512.512.5,12.7,12.5,12.4
10,12.512.512.412.312.312.312.312.312.312.312.312.412.512.512.512.512.412.512.312.312.312.312.412.4,12.5,12.4,12.3
11,12.312.312.212.212.212.112.112.112.112.112.112.112.212.212.312.312.312.312.212.112.112.112.112.1,12.3,12.2,12.1
12,12.212.112.112.011.911.911.811.911.911.911.911.811.811.811.811.811.9,12.2,11.9,11.8
13,11.811.811.811.711.711.711.711.711.611.611.611.611.711.711.711.711.611.711.611.511.511.511.411.4,11.8,11.6,11.4
14,11.411.411.411.411.311.311.111.311.111.111.211.211.311.311.311.311.211.311.111.010.911.010.910.9,11.4,11.2,10.9
15,10.910.810.810.710.610.610.510.610.510.510.610.710.911.011.011.111.111.111.010.910.810.810.810.8,11.1,10.8,10.4
16,10.710.710.710.710.710.710.610.710.610.610.510.510.610.610.710.810.810.810.610.610.510.510.510.5,10.8,10.6,10.5
17,10.410.410.310.310.410.310.310.310.310.210.210.310.310.310.310.310.310.310.210.110.110.09.99.8,10.4,10.2,9.8
18,9.89.89.89.89.89.89.89.89.99.99.910.010.110.110.110.110.110.110.09.99.89.79.79.6,10.1,9.9,9.6
19,9.59.59.49.49.59.69.79.69.89.79.79.89.99.99.99.99.99.99.89.89.89.79.79.7,9.9,9.7,9.4
20,9.79.79.69.69.69.69.79.69.79.79.69.79.79.89.910.010.010.09.99.99.89.89.89.7,10.0,9.8,9.6
21,9.79.69.69.69.69.69.79.69.79.79.79.69.69.79.79.79.79.79.79.79.89.79.79.7,9.8,9.7,9.6
22,9.69.59.59.59.59.49.59.49.59.59.59.59.59.59.59.49.39.49.39.39.49.39.39.2,9.6,9.4,9.2
23,9.29.08.98.88.88.99.08.99.09.09.09.09.09.09.08.98.98.98.88.88.88.78.78.6,9.2,8.9,8.6
24,8.68.58.28.28.28.38.48.38.48.38.38.48.58.68.68.78.78.78.58.58.48.48.58.4,8.7,8.4,8.2
25,8.48.38.28.18.08.08.08.08.08.18.28.28.38.38.48.48.38.48.28.18.18.18.28.2,8.4,8.2,8.0
26,8.18.18.08.18.08.07.98.08.08.07.98.08.18.28.28.38.38.38.28.18.08.08.08.1,8.3,8.1,7.9
27,8.18.08.08.07.97.87.87.87.87.88.08.08.08.18.28.28.28.28.08.07.97.98.07.9,8.2,8.0,7.8
28,7.97.98.08.07.97.87.87.87.77.87.87.87.97.98.08.08.08.07.97.87.87.87.87.7,8.0,7.9,7.7
29,7.77.87.87.87.77.77.77.77.67.67.77.77.77.77.87.97.97.97.87.77.67.67.67.6,7.9,7.7,7.6
30,7.67.57.57.57.57.57.57.57.57.57.57.57.67.67.67.77.77.77.67.57.57.57.47.4,7.7,7.5,7.4
31,7.47.47.47.37.37.37.37.37.37.37.37.37.47.57.57.67.57.67.47.37.37.37.27.2,7.6,7.4,7.2
TOTAL,10.810.710.710.610.610.610.610.610.610.610.610.610.710.710.610.710.710.710.710.710.610.610.610.6,10.9,10.7,10.5
