일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,8.4,8.1,7.9,8.3,8.0,7.5,7.5,7.5,7.5,7.6,7.9,8.1,8.1,8.1,8.3,8.3,7.9,8.3,7.6,7.7,8.1,8.1,7.8,7.2,8.4,7.9,7.2
02,7.1,6.7,6.6,6.5,6.3,6.1,6.0,6.1,5.5,5.4,5.6,5.6,6.0,6.6,8.1,8.4,8.2,8.4,7.9,7.4,6.8,6.5,6.5,6.9,8.4,6.7,5.4
03,6.9,7.0,7.1,7.2,7.4,7.3,7.2,7.3,6.9,7.0,7.1,7.3,7.7,7.8,7.9,7.7,7.8,7.7,7.8,7.6,7.1,6.7,6.5,6.3,7.9,7.3,6.3
04,6.2,6.1,6.1,6.3,6.3,6.3,6.3,6.3,6.5,6.6,6.8,7.5,8.3,8.8,9.0,9.3,9.3,9.3,9.1,8.9,8.6,8.3,7.9,7.3,9.3,7.6,6.1
05,6.8,6.4,6.3,6.2,6.3,6.1,6.1,6.1,6.2,6.4,6.6,6.8,6.6,6.8,7.1,7.2,7.1,7.2,6.6,6.3,6.2,6.4,6.3,6.1,7.2,6.5,6.0
06,5.5,5.4,5.3,5.3,5.1,5.0,4.7,5.0,4.6,4.8,4.7,4.9,5.4,5.8,6.1,5.9,6.2,5.9,6.2,5.9,5.9,5.7,5.5,5.0,6.6,5.4,4.5
07,4.7,4.2,3.9,3.4,3.1,2.8,2.6,2.8,2.3,2.6,3.3,4.1,4.7,5.8,5.9,7.0,7.1,7.0,5.7,5.2,5.0,4.5,3.8,3.3,7.5,4.4,2.3
08,3.0,2.5,2.3,2.4,2.5,2.5,2.4,2.5,1.5,2.8,3.5,4.2,5.3,7.0,6.7,7.4,7.6,7.4,6.6,6.2,6.0,5.6,5.3,4.8,7.6,4.5,1.5
09,4.3,3.8,3.4,3.2,3.0,2.8,2.6,2.8,2.5,3.1,4.4,5.8,6.2,7.4,8.4,8.2,8.3,8.2,7.1,6.1,5.2,4.7,4.0,3.7,8.4,4.9,2.4
10,3.8,3.8,3.6,3.5,3.1,2.9,2.5,2.9,2.8,3.8,5.0,6.3,7.7,7.6,8.2,9.1,8.4,9.1,8.8,8.0,7.5,6.9,6.2,5.7,9.1,5.7,2.4
11,5.3,4.8,4.3,3.9,3.5,3.3,3.1,3.3,2.6,3.4,4.4,5.7,6.5,7.4,8.5,9.0,8.9,9.0,7.5,6.7,6.2,5.6,5.3,5.1,9.0,5.5,2.6
12,5.0,4.6,4.3,3.7,3.4,3.2,2.7,3.2,3.0,3.4,4.4,5.8,6.2,6.4,6.8,7.4,7.7,7.4,7.7,7.2,6.9,6.3,5.8,5.4,8.5,5.4,2.7
13,5.1,5.4,5.9,6.0,6.0,5.8,5.4,5.8,5.4,7.0,8.6,9.0,10.2,13.0,13.8,14.3,14.6,14.3,13.1,11.9,11.3,10.0,9.3,10.1,14.6,9.2,5.1
14,9.3,9.2,8.9,8.7,8.6,8.8,9.3,8.8,10.1,10.4,10.2,10.7,11.7,13.4,15.8,14.4,13.8,14.4,13.0,13.0,13.0,12.9,12.3,10.8,15.8,11.3,8.6
15,11.9,10.8,11.3,10.5,10.5,10.4,10.3,10.4,10.6,11.4,11.8,11.8,13.2,14.0,12.2,10.0,7.8,10.0,6.2,5.6,4.9,4.6,4.5,4.3,14.0,9.4,4.3
16,4.0,4.4,4.1,4.1,4.2,4.3,4.2,4.3,4.3,4.7,5.3,6.0,6.8,7.7,8.0,7.6,7.5,7.6,7.3,6.8,6.2,5.6,5.3,5.3,8.0,5.6,4.0
17,4.9,4.7,4.5,4.2,4.5,4.5,4.1,4.5,4.5,5.1,6.1,7.9,8.5,10.0,10.9,10.9,9.8,10.9,10.1,9.1,8.3,7.3,6.6,6.4,10.9,7.0,4.1
18,6.2,6.4,6.5,6.3,6.1,6.3,6.6,6.3,6.7,6.9,7.4,7.9,8.3,8.6,9.1,9.0,9.1,9.0,10.3,12.2,12.6,12.1,11.8,13.7,13.7,8.6,6.1
19,15.6,17.2,18.0,16.4,16.5,16.2,15.5,16.2,15.1,14.6,14.6,15.2,14.8,16.2,17.0,15.3,15.2,15.3,15.0,14.6,13.7,12.4,11.9,11.4,18.0,15.1,11.4
20,10.6,10.3,9.8,9.4,9.9,10.3,10.5,10.3,9.7,9.9,10.0,9.8,10.0,10.1,10.0,10.0,9.6,10.0,8.8,8.3,8.2,8.1,8.1,8.1,10.6,9.5,8.1
21,8.0,7.8,7.7,7.6,7.4,7.4,7.5,7.4,7.1,7.3,7.6,7.8,7.4,7.2,7.4,7.6,7.5,7.6,7.2,7.1,7.2,7.1,6.8,6.5,8.0,7.4,6.5
22,6.1,6.2,6.0,6.1,5.7,5.4,5.2,5.4,5.5,5.3,5.3,4.9,5.0,4.9,4.9,5.3,5.2,5.3,5.1,5.1,5.1,5.0,4.7,4.4,6.2,5.3,4.4
23,4.4,4.3,4.4,4.5,4.5,4.3,4.3,4.3,4.0,3.7,3.6,4.7,5.2,5.1,5.3,5.5,5.8,5.5,6.2,6.3,5.8,5.5,5.2,5.0,6.3,4.9,3.6
24,4.8,4.8,4.8,4.7,4.5,4.4,4.3,4.4,3.7,4.1,4.7,5.2,6.0,6.8,7.2,7.4,7.5,7.4,7.3,6.6,6.0,5.0,4.0,3.5,7.6,5.4,3.5
25,3.4,3.6,3.7,4.0,4.2,4.4,4.6,4.4,4.8,5.2,5.3,5.7,5.9,6.2,6.8,7.5,8.0,7.5,8.0,8.0,7.8,7.3,7.2,7.2,8.1,5.9,3.4
26,7.0,6.4,5.9,5.4,4.8,4.3,4.1,4.3,4.6,4.9,5.9,6.7,8.0,10.1,10.3,8.6,8.9,8.6,8.6,8.4,8.2,8.2,8.0,7.7,10.3,7.0,4.1
27,7.4,6.9,6.4,6.2,5.7,5.4,5.2,5.4,5.2,5.4,5.8,6.4,7.2,7.9,8.6,9.0,9.0,9.0,8.1,7.5,7.1,6.9,6.7,6.3,9.0,6.8,5.0
28,5.9,5.4,5.0,4.8,4.8,4.8,4.5,4.8,4.4,5.0,5.8,6.8,7.9,9.9,10.0,10.3,10.2,10.3,9.8,9.7,9.4,9.3,9.2,9.1,10.3,7.4,4.4
29,8.9,8.8,8.6,8.2,8.1,7.9,7.8,7.9,7.8,7.6,7.3,6.9,6.0,5.7,5.7,5.8,5.9,5.8,5.8,6.2,6.2,6.3,6.3,6.1,8.9,7.0,5.7
