일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,13.113.213.213.213.113.113.113.113.012.712.612.612.612.612.812.912.912.912.812.812.812.812.712.7,13.2,12.9,12.6
02,12.712.712.712.712.712.712.712.712.712.612.412.412.312.412.512.512.512.512.512.512.512.412.412.4,12.7,12.5,12.3
03,12.412.412.412.412.412.412.412.412.412.412.412.412.312.312.312.412.312.412.412.412.412.412.312.4,12.4,12.4,12.3
04,12.312.412.312.312.312.312.412.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.3,12.4,12.3,12.3
05,12.312.312.312.312.312.312.312.312.312.312.312.312.312.212.312.312.312.312.312.312.312.312.312.3,12.3,12.3,12.2
06,12.312.312.312.312.312.312.312.312.212.212.312.212.212.212.212.212.212.212.312.312.312.312.212.3,12.3,12.3,12.2
07,12.212.312.212.212.212.212.212.212.212.212.212.312.212.212.212.212.212.212.312.312.312.312.312.3,12.3,12.2,12.2
08,12.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.312.3,12.3,12.3,12.3
09,12.312.312.312.312.312.312.312.312.312.312.312.412.412.412.312.312.312.312.412.412.412.412.412.4,12.4,12.3,12.3
10,12.412.412.512.412.412.412.412.412.512.512.512.512.512.512.512.512.512.512.612.612.612.612.612.6,12.6,12.5,12.4
11,12.612.612.612.612.712.712.712.712.712.812.712.812.812.812.812.812.812.812.812.812.812.812.812.8,12.8,12.7,12.6
12,12.812.912.812.812.812.812.912.812.912.912.913.013.013.013.013.013.013.013.013.013.013.113.113.1,13.1,12.9,12.8
13,13.113.113.113.113.013.013.013.013.013.013.013.013.113.113.113.113.113.113.113.113.113.113.213.2,13.2,13.1,13.0
14,13.213.113.113.113.113.113.113.113.213.113.113.213.213.213.213.213.213.213.213.113.113.113.113.1,13.2,13.1,13.1
15,13.113.113.213.113.113.113.113.113.013.013.013.013.013.113.113.113.113.113.113.013.013.013.013.0,13.2,13.1,13.0
16,13.013.013.113.113.113.113.113.113.113.113.013.013.013.013.013.013.013.013.013.013.013.013.012.9,13.1,13.0,12.9
17,12.912.912.912.912.912.912.812.912.812.712.612.512.412.412.412.412.412.412.412.412.412.412.412.3,12.9,12.6,12.3
18,12.312.312.312.212.312.212.212.212.112.111.911.711.611.611.611.711.711.711.711.711.711.711.711.7,12.3,11.9,11.6
19,11.611.611.611.611.611.611.611.611.511.511.511.411.311.311.211.211.211.211.211.311.311.211.211.2,11.6,11.4,11.2
20,11.211.211.211.111.111.111.111.111.111.111.111.111.111.111.010.910.910.911.011.011.011.011.011.0,11.2,11.1,10.9
21,11.010.910.910.910.810.810.810.810.710.710.710.710.710.710.610.610.510.610.510.510.410.510.510.4,11.0,10.7,10.4
22,10.410.410.410.310.110.110.110.110.110.110.110.110.110.010.010.010.010.09.99.99.99.99.99.9,10.4,10.1,9.9
23,9.99.99.89.89.79.69.59.69.59.59.59.69.69.59.59.59.59.59.49.49.49.49.49.4,9.9,9.6,9.4
24,9.49.49.49.49.49.39.19.39.19.19.19.19.29.29.29.19.19.19.19.19.19.19.19.2,9.4,9.2,9.1
25,9.29.29.19.19.19.19.09.18.98.98.98.99.09.08.98.99.08.98.98.98.99.09.09.0,9.2,9.0,8.9
26,9.09.09.09.09.09.09.09.08.88.88.88.88.88.98.98.98.98.98.98.98.98.98.98.9,9.0,8.9,8.8
27,9.09.09.09.09.09.09.09.08.98.98.98.98.98.99.09.09.09.09.09.09.09.09.09.1,9.1,9.0,8.9
28,9.19.19.19.19.19.19.19.19.19.19.19.19.19.19.19.19.19.19.19.29.29.29.29.2,9.2,9.1,9.1
29,9.39.39.39.39.39.39.39.39.29.29.29.29.29.29.29.39.39.39.39.39.39.39.39.3,9.3,9.3,9.2
30,9.39.39.49.49.49.39.39.39.39.39.29.29.29.39.39.39.39.39.39.39.39.39.39.3,9.4,9.3,9.2
31,9.39.49.49.49.49.49.49.49.49.49.49.49.49.49.49.49.59.49.59.59.59.59.59.5,9.5,9.4,9.3
TOTAL,11.511.511.411.411.411.411.411.411.411.411.311.311.311.311.311.311.311.311.311.311.311.311.311.3,11.5,11.4,11.2
