일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,18.4,17.9,17.7,19.4,19.4,18.5,18.8,18.5,20.6,22.2,22.8,23.5,23.7,24.2,24.7,24.0,23.9,24.0,23.1,21.6,21.4,20.6,20.5,20.0,24.7,21.3,17.7
02,18.6,18.4,18.9,18.6,17.8,17.6,17.5,17.6,19.8,20.5,21.1,22.1,21.8,21.9,22.5,23.1,22.3,23.1,20.4,20.4,19.8,19.2,19.0,18.9,23.1,20.1,17.5
03,18.6,17.9,17.1,16.8,16.5,16.1,16.6,16.1,18.8,19.6,20.1,20.6,20.4,21.0,21.1,20.7,20.0,20.7,19.2,19.1,18.9,18.7,18.6,18.5,21.1,18.9,16.1
04,17.7,18.5,17.9,17.7,17.0,16.0,16.7,16.0,18.5,19.1,19.6,20.4,21.3,21.8,21.6,21.4,21.2,21.4,20.5,19.9,19.2,18.5,17.6,17.0,21.8,19.1,16.0
05,16.5,16.3,16.1,16.4,16.0,15.8,16.7,15.8,18.5,19.5,20.5,21.3,22.3,22.7,22.8,23.1,22.8,23.1,21.3,20.8,20.0,19.3,18.7,18.1,23.1,19.4,15.8
06,18.1,18.0,17.6,18.0,17.8,17.7,18.0,17.7,18.9,19.5,19.9,20.5,20.8,21.4,21.4,21.1,21.3,21.1,21.5,20.7,19.8,19.5,19.0,18.7,21.6,19.6,17.6
07,18.2,18.2,18.1,17.6,17.1,16.8,17.2,16.8,19.8,20.8,22.4,23.2,23.3,23.4,23.6,23.6,22.6,23.6,22.4,21.7,21.0,21.0,20.6,20.3,23.6,20.6,16.8
08,20.1,18.7,18.6,18.5,18.1,18.3,18.6,18.3,19.9,20.3,19.8,19.1,19.2,18.9,18.8,18.9,19.0,18.9,19.0,19.1,19.1,18.9,19.0,19.0,20.3,19.0,18.1
09,19.1,19.4,19.3,19.1,19.2,19.5,19.4,19.5,19.7,20.6,20.8,21.1,21.4,21.7,22.3,22.9,23.8,22.9,22.9,23.0,21.2,20.4,19.8,19.1,23.8,20.8,19.1
10,19.2,18.8,18.4,18.3,18.2,18.1,18.3,18.1,19.6,20.4,21.0,22.3,22.5,22.5,22.9,22.9,22.8,22.9,21.7,21.0,21.3,21.2,20.9,20.0,22.9,20.6,18.1
11,19.5,18.7,18.6,18.5,18.3,18.3,18.6,18.3,21.2,21.9,22.9,23.2,23.8,24.6,24.1,22.6,22.6,22.6,22.5,22.2,21.2,20.4,20.5,19.8,24.6,21.1,18.3
12,19.0,18.7,18.6,18.2,17.9,17.7,18.1,17.7,21.8,22.7,23.7,24.4,24.7,25.6,27.0,25.1,24.4,25.1,24.5,23.6,22.3,21.7,21.0,20.7,27.0,21.9,17.7
13,20.4,20.0,19.8,19.5,19.3,19.2,19.5,19.2,22.0,23.4,26.0,27.7,27.9,27.0,27.2,27.4,27.0,27.4,24.5,24.1,23.3,22.1,21.4,20.9,27.9,23.2,19.2
14,20.4,19.9,19.6,19.3,19.2,19.0,19.5,19.0,22.0,23.4,24.6,25.2,25.6,25.8,26.5,26.6,26.4,26.6,25.5,24.9,23.9,23.3,22.8,22.4,26.6,23.0,19.0
15,21.9,21.7,21.5,21.3,21.0,20.8,21.5,20.8,23.1,24.8,25.8,27.2,28.7,29.1,28.5,28.1,28.0,28.1,26.6,25.5,25.1,24.7,24.2,23.7,29.1,24.7,20.8
