일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,25.9,26.6,26.4,26.3,26.3,26.2,25.5,26.2,25.7,24.9,24.6,25.2,25.3,25.7,25.8,25.5,25.8,25.5,24.3,24.9,24.2,24.1,24.1,24.4,26.6,25.3,23.7
02,24.7,24.7,24.8,24.8,24.5,24.7,24.9,24.7,24.6,24.5,24.4,25.2,26.3,26.0,25.9,26.6,26.6,26.6,27.1,27.1,25.9,25.1,24.3,24.1,27.2,25.4,24.1
03,24.1,24.0,23.9,24.0,24.4,25.0,24.9,25.0,27.2,27.3,28.5,28.4,28.1,28.1,28.0,28.2,28.7,28.2,27.8,27.6,27.3,27.1,27.2,27.0,28.7,26.7,23.9
04,26.8,26.7,26.7,26.5,26.3,26.3,26.2,26.3,27.2,27.2,27.2,27.7,28.2,28.4,28.5,28.6,28.3,28.6,28.6,28.3,27.7,27.2,26.7,26.6,28.6,27.4,26.2
05,26.1,25.6,25.5,26.2,25.5,25.5,25.9,25.5,28.9,29.5,29.5,29.3,29.4,29.2,28.2,27.9,28.7,27.9,28.7,28.1,26.7,26.2,26.1,26.0,29.5,27.5,25.5
06,26.2,25.9,25.6,25.7,25.4,25.2,25.2,25.2,26.7,28.4,29.1,27.9,27.0,25.6,24.5,24.5,24.6,24.5,25.2,25.3,25.1,24.7,24.2,24.0,29.1,25.7,24.0
07,24.1,23.8,23.6,23.6,23.6,23.2,23.3,23.2,24.1,24.0,24.4,24.1,24.3,24.4,24.6,24.6,24.8,24.6,24.5,24.6,24.8,24.7,24.9,24.8,24.9,24.2,23.2
08,24.7,24.0,23.8,23.7,23.5,23.3,23.8,23.3,24.4,25.3,25.2,24.7,25.6,25.1,25.5,25.5,25.7,25.5,25.4,25.7,25.4,25.9,25.4,24.9,25.9,24.8,23.3
09,24.7,24.6,24.4,24.0,23.9,24.7,24.6,24.7,24.7,25.5,25.9,25.4,26.3,26.4,25.9,25.5,25.1,25.5,24.9,24.7,25.0,24.9,25.2,25.2,26.4,25.0,23.9
10,25.3,24.4,23.9,23.6,23.4,23.1,23.0,23.1,26.7,27.5,28.1,28.4,27.8,27.6,27.5,27.4,27.3,27.4,27.1,27.0,26.1,26.2,26.1,26.2,28.4,26.1,23.0
11,25.7,25.5,25.3,25.2,25.2,25.2,25.0,25.2,26.2,27.7,27.5,27.7,27.0,26.5,25.9,25.5,25.6,25.5,25.8,25.6,25.4,25.3,25.2,24.5,27.7,25.8,24.5
12,24.4,24.3,24.3,23.7,23.4,23.1,22.8,23.1,22.7,23.3,24.0,24.4,24.5,24.7,24.6,25.8,25.8,25.8,25.8,26.1,25.8,25.7,24.9,23.8,26.1,24.4,22.5
13,24.1,23.5,23.2,23.2,23.0,22.8,22.9,22.8,23.2,24.6,25.6,24.6,25.1,25.7,27.1,28.2,27.3,28.2,25.2,25.1,24.7,24.4,24.4,24.4,28.2,24.7,22.8
14,24.7,24.8,24.7,25.8,26.0,25.4,25.1,25.4,25.8,25.5,25.4,25.0,25.3,26.8,27.2,27.2,25.9,27.2,25.2,24.1,23.6,23.6,24.6,25.7,27.2,25.4,23.6
15,25.1,24.6,24.3,24.0,23.5,23.3,23.2,23.3,24.5,26.6,28.4,27.8,26.4,24.9,25.4,25.6,25.5,25.6,25.2,24.6,24.1,23.8,23.4,23.7,28.4,24.9,23.2
16,23.4,23.4,23.5,24.1,24.6,24.3,24.1,24.3,24.8,26.1,26.8,27.6,28.5,27.7,25.8,25.7,25.7,25.7,24.9,24.5,24.1,23.8,24.0,23.8,28.5,25.0,23.4
17,23.8,24.2,25.1,24.3,23.9,23.9,24.0,23.9,24.6,25.7,26.3,26.8,26.0,25.4,25.3,25.6,25.1,25.6,24.9,24.6,24.5,24.9,24.3,24.0,26.8,24.8,23.8
18,23.8,23.7,23.5,23.1,23.0,23.1,23.0,23.1,23.7,25.0,25.5,25.9,27.2,28.3,28.9,28.0,26.8,28.0,21.7,22.4,22.8,23.4,23.6,23.5,28.9,24.4,21.7
19,23.7,23.6,23.1,22.7,22.5,22.1,21.9,22.1,22.7,23.6,25.7,26.5,27.3,28.0,27.9,25.7,26.1,25.7,25.9,25.6,24.8,24.4,24.9,24.9,28.0,24.7,21.9
20,24.2,23.8,23.5,23.4,23.5,23.8,23.8,23.8,25.1,25.8,25.5,25.3,25.7,26.3,27.0,27.4,27.0,27.4,26.6,26.2,26.0,26.0,25.9,25.7,27.4,25.4,23.4
