일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,22.8,21.8,22.0,21.9,21.7,21.8,22.1,21.8,21.7,21.7,21.9,23.0,24.3,24.7,25.1,25.9,25.5,25.9,25.2,24.9,25.0,25.0,24.7,23.9,25.9,23.5,21.7
02,23.2,22.7,22.2,21.7,21.4,21.4,21.5,21.4,21.7,22.2,23.4,24.5,25.3,26.1,26.4,26.7,26.7,26.7,26.0,25.5,24.9,24.4,24.0,23.6,26.7,23.9,21.4
03,23.3,23.2,23.1,22.7,22.7,22.4,22.4,22.4,22.9,23.9,24.6,25.4,26.1,26.8,28.3,29.0,28.6,29.0,27.0,25.5,24.7,24.4,24.2,23.9,29.0,24.8,22.4
04,23.5,23.2,23.0,22.9,22.8,22.8,22.9,22.8,23.0,23.5,23.6,24.9,27.1,28.0,29.3,30.3,29.8,30.3,25.8,25.6,26.1,25.2,24.1,24.0,30.3,25.0,22.8
05,24.0,24.0,23.8,23.3,23.2,23.1,23.2,23.1,23.3,23.6,23.9,24.2,24.4,24.7,24.8,24.8,23.8,24.8,21.8,21.2,20.5,20.1,20.0,19.8,24.8,23.0,19.8
06,19.8,20.1,20.2,19.4,18.6,19.4,20.3,19.4,20.9,21.3,21.9,22.1,22.5,22.6,22.8,23.1,23.2,23.1,23.2,22.9,22.9,22.7,22.5,22.2,23.4,21.6,18.6
07,22.0,22.0,21.5,20.4,20.0,18.6,17.9,18.6,19.1,20.4,21.5,21.8,22.5,22.4,22.9,23.1,23.2,23.1,23.3,22.9,22.7,22.9,22.8,22.6,23.3,21.6,17.9
08,22.1,20.9,20.2,20.3,20.5,20.4,19.5,20.4,20.5,20.8,21.8,22.3,22.9,23.2,23.6,23.9,24.0,23.9,23.8,23.7,23.8,23.8,23.6,23.1,24.0,22.2,19.5
09,22.5,22.3,22.1,21.7,20.7,21.1,21.0,21.1,21.1,22.0,23.2,24.3,25.3,25.6,25.2,25.0,24.6,25.0,24.4,24.3,24.5,24.4,23.5,23.8,25.6,23.2,20.7
10,23.5,23.1,22.4,21.9,21.4,21.1,20.8,21.1,20.5,21.0,21.4,22.2,23.1,24.1,24.9,25.2,25.4,25.2,25.0,24.4,23.5,22.8,22.5,22.4,25.4,22.9,20.5
11,22.2,22.1,22.2,22.1,21.9,21.8,21.6,21.8,22.0,22.3,23.2,24.3,24.9,25.0,24.5,24.0,24.1,24.0,23.8,23.6,23.5,23.1,23.3,23.4,25.0,23.1,21.6
12,23.2,23.3,22.9,22.6,22.2,22.1,22.0,22.1,22.0,22.5,22.9,23.6,23.7,23.7,23.7,23.6,23.4,23.6,23.1,23.5,23.9,23.8,23.6,23.3,23.9,23.1,22.0
13,23.2,23.3,23.5,23.7,23.5,23.4,23.3,23.4,23.2,23.8,24.5,24.8,25.0,25.8,25.5,25.2,24.9,25.2,24.8,24.6,24.7,24.5,24.5,24.8,25.8,24.3,23.2
14,24.2,23.7,23.3,23.3,23.1,23.5,23.6,23.5,23.6,24.2,24.9,25.5,25.6,26.1,26.4,26.2,26.0,26.2,25.8,25.4,24.8,24.4,24.0,23.6,26.4,24.6,23.1
15,23.2,22.8,22.6,22.7,22.8,22.8,22.7,22.8,23.0,23.6,24.5,25.1,26.0,27.1,28.9,31.3,30.5,31.3,29.2,28.1,27.4,26.7,25.8,25.7,31.3,25.6,22.6
16,25.7,25.7,25.2,25.0,24.9,24.9,24.2,24.9,24.0,26.8,27.9,29.1,29.7,30.6,30.9,30.2,28.9,30.2,26.3,25.4,23.7,23.5,23.3,23.5,30.9,26.2,23.3
17,23.5,23.6,23.5,23.6,23.5,23.3,23.4,23.3,24.0,24.9,25.8,27.1,25.0,24.3,24.5,24.6,24.4,24.6,24.0,23.8,23.8,24.1,24.1,24.3,27.1,24.2,23.3
18,24.5,24.4,24.2,24.2,24.0,24.1,23.7,24.1,24.1,24.7,25.5,25.3,25.8,26.5,26.3,26.9,27.4,26.9,27.2,26.6,25.9,25.8,26.6,26.6,27.4,25.5,23.7
19,26.4,26.5,26.0,25.5,24.7,24.6,24.3,24.6,24.3,24.4,24.2,24.0,23.9,23.2,23.1,23.0,23.2,23.0,23.3,23.1,23.1,22.7,22.3,21.7,26.5,24.0,21.7
20,21.2,21.3,21.2,20.7,20.5,19.5,19.3,19.5,19.4,19.9,20.9,21.6,22.2,22.6,22.9,22.6,22.2,22.6,21.8,21.6,21.3,21.1,20.6,20.2,22.9,21.1,18.8
21,20.1,19.7,19.2,18.9,18.7,18.3,17.7,18.3,17.9,18.5,19.6,20.7,21.7,21.9,22.5,22.0,21.7,22.0,21.5,21.2,21.1,21.1,20.8,20.5,22.5,20.2,17.6
22,19.9,18.4,17.1,16.7,17.4,16.7,16.8,16.7,17.3,17.9,19.0,20.0,20.4,20.9,21.1,21.2,21.3,21.2,21.4,21.2,21.2,20.8,20.5,20.3,21.6,19.4,16.7
23,19.7,19.9,19.5,18.3,17.5,16.6,16.5,16.6,19.1,20.5,21.5,22.2,21.9,19.7,19.2,18.9,18.9,18.9,18.7,18.9,18.9,18.9,18.9,18.8,22.2,19.1,16.5
24,18.7,18.7,18.6,18.3,18.1,17.8,17.8,17.8,17.4,18.0,18.5,18.9,19.3,19.9,20.0,20.1,20.1,20.1,20.3,20.3,20.2,20.2,20.0,19.8,20.3,19.1,17.2
25,19.7,19.3,18.7,18.7,18.7,18.5,18.6,18.5,18.6,18.9,19.5,20.1,20.8,20.9,20.9,20.5,20.4,20.5,20.2,20.4,20.6,20.5,20.1,19.4,20.9,19.7,18.5
26,18.9,18.5,19.2,19.4,18.9,18.8,18.9,18.8,18.5,19.1,19.2,20.2,20.7,20.9,20.8,21.0,20.8,21.0,20.8,21.1,21.0,21.1,20.9,20.2,21.1,19.9,18.4
27,19.8,19.3,18.1,17.5,16.9,17.1,17.2,17.1,18.2,18.7,19.7,20.9,20.9,20.6,20.7,20.6,20.9,20.6,20.6,20.5,20.4,20.3,20.5,20.4,20.9,19.5,16.7
28,19.4,18.4,18.4,18.0,17.7,17.6,17.7,17.6,18.2,19.0,19.8,20.9,21.6,21.6,21.7,21.2,20.6,21.2,20.4,20.4,20.2,20.0,20.0,19.8,21.7,19.6,17.6
29,19.7,19.2,18.9,18.7,18.6,18.2,17.0,18.2,16.5,16.7,17.1,17.6,18.5,18.8,19.0,19.3,19.3,19.3,19.3,19.4,19.7,19.7,19.7,19.0,19.7,18.6,16.1
30,17.3,16.8,16.7,16.1,16.0,15.4,15.6,15.4,18.0,18.5,19.5,20.9,22.6,20.7,20.1,19.7,20.2,19.7,20.2,20.0,20.2,20.5,20.6,19.9,22.6,18.9,15.4
TOTAL,21.9,21.6,21.3,21.0,20.7,20.6,20.4,20.6,20.8,21.4,22.2,22.9,23.5,23.6,23.9,24.0,23.8,24.0,23.3,23.0,22.8,22.6,22.4,22.2,24.6,22.2,20.0
