일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.3,26.4,26.3,26.2,26.2,26.2,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.2,26.2,26.2,26.4,26.2,26.1
02,26.2,26.2,26.2,26.1,26.1,26.1,26.1,26.1,26.2,26.2,26.3,26.3,26.3,26.2,26.2,26.1,26.1,26.1,26.1,26.1,26.1,26.2,26.2,26.3,26.3,26.2,26.1
03,26.4,26.4,26.3,26.2,26.2,26.2,26.2,26.2,26.2,26.3,26.4,26.4,26.5,26.4,26.3,26.2,26.2,26.2,26.1,26.1,26.1,26.1,26.2,26.3,26.5,26.3,26.1
04,26.4,26.5,26.4,26.3,26.2,26.2,26.1,26.2,26.1,26.2,26.3,26.4,26.5,26.4,26.3,26.3,26.2,26.3,26.0,26.0,26.0,26.0,26.1,26.2,26.5,26.2,26.0
05,26.3,26.3,26.3,26.3,26.2,26.1,26.0,26.1,25.9,26.0,26.1,26.2,26.3,26.3,26.2,26.2,26.1,26.2,25.9,25.8,25.8,25.8,25.8,25.9,26.3,26.1,25.8
06,26.1,26.1,26.1,26.1,26.0,25.9,25.8,25.9,25.6,25.6,25.7,25.9,26.0,26.0,26.0,25.9,25.9,25.9,25.6,25.5,25.5,25.5,25.5,25.6,26.1,25.8,25.5
07,25.7,25.8,25.8,25.8,25.7,25.6,25.5,25.6,25.3,25.3,25.3,25.4,25.5,25.6,25.6,25.6,25.6,25.6,25.4,25.3,25.2,25.2,25.2,25.3,25.8,25.5,25.2
08,25.3,25.5,25.5,25.5,25.5,25.4,25.3,25.4,25.2,25.2,25.2,25.2,25.3,25.4,25.4,25.4,25.4,25.4,25.3,25.2,25.1,25.1,25.1,25.1,25.5,25.3,25.1
09,25.2,25.3,25.4,25.4,25.4,25.4,25.3,25.4,25.2,25.2,25.2,25.2,25.3,25.3,25.4,25.5,25.5,25.5,25.3,25.3,25.3,25.3,25.3,25.3,25.5,25.3,25.2
10,25.4,25.4,25.4,25.4,25.5,25.5,25.4,25.5,25.3,25.3,25.3,25.3,25.3,25.3,25.4,25.4,25.5,25.4,25.4,25.4,25.3,25.2,25.2,25.2,25.5,25.4,25.2
11,25.2,25.2,25.3,25.4,25.5,25.5,25.4,25.5,25.3,25.2,25.1,25.1,25.1,25.1,25.2,25.3,25.4,25.3,25.3,25.3,25.2,25.2,25.1,24.9,25.5,25.3,24.9
12,24.9,24.9,24.9,25.2,25.3,25.3,25.2,25.3,25.1,25.0,25.0,24.9,24.9,24.9,24.9,24.9,24.9,24.9,25.0,25.0,25.0,25.0,24.9,24.9,25.3,25.0,24.9
13,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.9,24.8,24.8,24.8,24.8,24.8,24.7,24.7,24.7,24.6,24.9,24.8,24.6
14,24.6,24.6,24.5,24.5,24.5,24.5,24.4,24.5,24.5,24.5,24.4,24.4,24.4,24.4,24.3,24.3,24.3,24.3,24.3,24.3,24.4,24.3,24.3,24.3,24.6,24.4,24.3
15,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.3,24.3,24.2
16,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.1,24.1,24.2,24.2,24.1,24.1,24.1,24.0,24.0,24.0,23.9,23.9,23.9,24.0,24.0,23.9,24.2,24.1,23.9
17,24.0,23.9,23.9,23.9,23.8,23.8,23.8,23.8,23.8,23.8,23.7,23.7,23.7,23.7,23.6,23.6,23.5,23.6,23.5,23.5,23.5,23.5,23.5,23.5,24.0,23.7,23.5
18,23.6,23.6,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.6,23.6,23.5,23.5
19,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.7,23.7,23.6,23.6
20,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.8,23.7,23.8,23.8,23.7,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.7,23.7
21,23.8,23.8,23.8,23.9,23.8,23.8,23.8,23.8,23.8,23.8,23.7,23.8,23.9,23.9,23.9,23.9,23.8,23.9,23.8,23.7,23.7,23.7,23.7,23.8,23.9,23.8,23.7
