일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,2.6,1.3,0.8,1.0,1.3,1.2,1.0,1.2,0.7,1.1,1.2,2.0,3.1,3.6,4.0,4.4,3.7,4.4,3.0,2.7,2.3,2.3,2.3,2.8,4.4,2.2,0.7
02,2.5,2.2,1.9,2.7,2.3,2.2,2.1,2.2,1.5,1.9,1.5,2.2,4.3,3.0,2.3,1.9,2.9,1.9,2.1,0.9,1.1,1.1,0.9,1.0,4.3,2.0,0.9
03,1.0,0.8,0.9,0.8,0.8,0.7,0.8,0.7,0.9,1.6,2.6,3.7,3.0,2.6,3.8,3.8,4.3,3.8,2.9,2.9,1.3,0.8,0.4,1.4,4.3,1.9,0.4
04,0.9,0.6,0.8,0.4,0.4,0.6,0.6,0.6,2.0,2.9,3.3,3.5,2.2,2.3,3.1,2.9,2.4,2.9,3.3,3.1,3.9,5.4,5.6,5.7,5.7,2.5,0.4
05,4.6,5.6,4.4,1.2,1.2,0.9,1.5,0.9,1.2,1.7,2.1,2.2,2.5,3.9,3.9,3.1,2.7,3.1,2.8,2.4,1.8,1.7,1.5,1.0,5.6,2.4,0.9
06,0.7,0.6,1.0,1.0,0.6,0.8,0.9,0.8,1.0,1.3,2.0,3.1,2.2,2.7,2.7,2.5,1.8,2.5,1.3,0.8,0.9,1.0,0.8,0.9,3.1,1.4,0.3
07,1.1,1.1,1.0,0.7,1.1,0.6,2.2,0.6,1.8,2.6,2.9,5.7,4.1,5.0,4.7,6.4,3.3,6.4,4.4,2.7,2.4,1.9,1.2,1.5,6.4,2.7,0.6
08,1.2,1.3,1.1,0.9,1.1,0.9,0.9,0.9,1.2,1.4,2.2,2.8,3.7,5.6,6.4,6.1,5.3,6.1,5.9,4.9,4.0,5.2,7.3,4.6,7.3,3.3,0.9
09,2.9,2.0,1.5,1.0,0.7,0.9,0.4,0.9,0.6,1.4,3.4,3.4,2.1,3.3,5.0,4.7,3.7,4.7,2.9,1.8,1.1,0.9,0.9,0.6,5.0,2.0,0.4
10,0.9,0.9,0.9,0.7,0.6,1.0,0.6,1.0,1.1,1.1,1.3,3.0,4.2,2.7,2.4,3.0,3.2,3.0,2.7,2.6,2.1,2.1,1.0,2.3,4.2,1.8,0.6
11,2.2,1.7,1.7,2.0,2.2,2.5,2.4,2.5,2.1,2.1,3.6,4.8,5.9,5.1,4.3,4.6,4.0,4.6,5.9,5.5,5.7,5.5,5.3,5.9,5.9,3.9,1.7
12,4.9,5.2,5.1,4.3,4.8,4.5,4.3,4.5,4.7,4.7,6.2,6.4,5.1,4.7,4.8,5.1,4.7,5.1,2.7,2.5,2.2,1.9,1.9,2.3,6.4,4.2,1.9
13,1.3,1.2,1.0,1.4,0.3,0.9,1.5,0.9,1.6,2.3,1.6,1.8,1.9,2.1,1.7,1.8,1.5,1.8,2.4,1.4,1.3,0.7,0.6,0.3,2.4,1.4,0.3
14,0.9,0.7,0.7,0.9,1.0,0.8,0.3,0.8,0.5,1.2,1.6,2.5,1.9,2.0,1.7,1.5,1.2,1.5,1.5,1.3,0.7,0.8,0.6,1.3,2.5,1.1,0.3
15,0.7,0.2,1.0,1.1,0.6,0.1,0.1,0.1,0.9,0.5,1.0,1.1,1.3,2.3,1.5,2.5,2.1,2.5,2.3,1.6,1.9,2.1,1.9,1.6,3.0,1.3,0.1
16,2.5,1.3,2.7,3.3,4.9,3.6,3.6,3.6,4.4,3.9,3.5,3.4,4.7,4.5,3.4,3.6,5.0,3.6,1.8,2.3,3.4,2.7,2.5,4.9,5.0,3.4,1.3
17,5.8,4.2,1.1,0.8,1.8,1.5,1.2,1.5,2.5,2.7,2.0,1.7,1.4,1.4,1.8,1.4,1.1,1.4,1.0,1.1,1.1,1.7,1.1,0.4,5.8,1.7,0.4
18,0.6,1.1,0.9,0.8,0.3,0.5,0.2,0.5,0.1,0.3,1.1,0.7,1.7,2.7,1.7,1.2,2.6,1.2,2.0,2.1,2.2,1.4,2.2,1.9,2.7,1.2,0.1
19,0.6,0.6,0.8,0.4,0.3,0.6,1.4,0.6,1.0,1.4,2.0,2.1,2.4,2.4,2.9,2.9,2.0,2.9,3.3,2.1,0.9,0.6,1.1,0.8,3.3,1.5,0.3
20,0.8,0.6,0.9,0.6,0.8,0.7,0.8,0.7,1.5,0.7,1.4,2.7,2.9,1.4,2.1,1.7,1.1,1.7,1.3,0.6,0.3,0.1,0.1,1.3,2.9,1.1,0.1
21,2.6,4.1,4.3,2.9,4.0,4.5,3.3,4.5,2.0,2.6,2.8,3.5,4.1,3.8,3.5,3.4,2.9,3.4,3.0,2.5,1.5,1.5,0.9,1.0,4.5,2.9,0.9
22,1.4,1.4,1.1,1.3,0.8,0.7,0.9,0.7,1.4,1.3,1.7,1.5,1.7,1.9,2.0,2.5,1.8,2.5,0.9,1.1,0.8,1.0,0.7,0.7,2.5,1.3,0.7
23,0.8,0.9,0.9,0.7,0.8,0.6,0.4,0.6,0.9,1.3,1.4,1.6,2.3,2.4,2.0,2.5,2.2,2.5,1.1,0.6,0.7,0.4,0.9,0.4,2.5,1.2,0.3
24,0.9,0.7,0.8,1.0,1.1,1.3,1.3,1.3,0.5,1.3,2.0,1.3,4.1,4.5,4.5,4.2,4.1,4.2,3.4,2.2,0.8,0.8,0.8,1.1,4.5,2.0,0.5
25,0.9,0.7,0.6,0.7,0.7,0.8,0.7,0.8,1.7,3.2,4.1,3.9,4.8,4.4,4.2,3.7,3.2,3.7,2.9,2.6,1.4,0.8,0.8,1.0,4.8,2.1,0.4
