일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,26.6,26.2,26.2,26.2,25.9,25.8,25.9,25.8,28.5,28.5,29.4,29.9,30.3,29.8,30.0,29.8,31.1,29.8,29.2,28.6,28.1,28.0,27.8,27.6,31.1,28.2,25.8
02,27.0,27.1,26.9,26.9,26.5,26.8,26.8,26.8,28.0,28.3,29.3,29.6,29.7,29.5,29.1,29.1,30.0,29.1,28.6,28.3,27.1,26.6,26.4,26.2,30.0,27.9,26.2
03,25.9,25.9,25.7,25.6,25.5,25.5,25.6,25.5,26.9,28.2,28.6,28.7,28.9,28.9,29.0,29.0,29.3,29.0,28.8,28.0,27.4,26.9,27.2,27.0,29.3,27.4,25.5
04,27.0,26.9,26.5,26.0,25.9,25.6,25.7,25.6,27.7,28.4,29.5,30.1,30.8,30.9,31.0,31.7,32.1,31.7,31.4,29.8,28.1,27.5,27.1,26.8,32.1,28.6,25.6
05,26.4,26.2,26.1,25.9,25.7,25.6,25.6,25.6,28.9,29.5,29.7,30.4,32.0,31.9,32.6,32.6,32.7,32.6,32.0,30.6,29.5,28.2,27.9,26.9,32.7,29.0,25.6
06,26.5,26.3,26.2,26.3,26.6,26.6,26.3,26.6,28.8,29.8,30.4,30.6,31.5,32.5,32.9,33.5,33.2,33.5,31.9,30.5,29.3,28.2,28.0,27.2,33.5,29.3,26.2
07,27.1,27.4,27.6,27.4,27.3,27.2,27.3,27.2,29.3,29.6,30.2,31.0,31.8,31.8,31.5,31.6,31.3,31.6,30.2,29.4,28.6,28.3,28.5,28.3,31.8,29.3,27.1
08,27.5,25.4,25.0,25.3,25.5,25.3,25.7,25.3,26.4,27.1,27.5,27.3,26.9,26.8,27.2,26.4,26.2,26.4,26.7,26.2,26.3,26.6,26.6,26.4,27.5,26.4,25.0
09,26.2,25.8,25.7,25.2,25.8,25.9,26.0,25.9,28.0,28.7,29.3,30.5,29.5,29.3,29.8,30.1,29.9,30.1,28.8,27.8,27.4,27.4,27.3,27.1,30.5,27.8,25.2
10,26.7,26.7,26.7,26.3,25.4,25.1,25.2,25.1,26.0,26.1,26.2,26.8,27.9,28.4,28.3,28.2,28.4,28.2,27.5,27.0,26.2,25.8,25.6,25.4,28.4,26.6,25.1
11,25.5,25.4,24.7,24.4,24.5,24.5,24.7,24.5,25.7,26.3,26.6,26.9,27.5,26.3,24.3,26.6,27.1,26.6,25.5,25.4,25.1,25.4,25.5,25.3,27.5,25.6,24.3
12,25.3,25.3,25.2,25.2,25.2,25.1,25.0,25.1,25.9,26.4,26.8,27.2,28.0,28.5,28.3,28.3,27.8,28.3,27.1,26.8,26.6,26.5,26.4,26.4,28.5,26.5,25.0
13,26.4,26.4,26.4,25.8,25.4,25.6,25.3,25.6,25.6,25.4,25.6,25.7,26.0,26.2,26.4,26.6,26.5,26.6,26.3,26.1,25.7,25.8,25.7,25.1,26.6,25.9,25.1
14,25.8,25.8,25.6,25.5,25.4,24.9,23.7,24.9,23.5,23.5,23.5,23.1,23.3,23.8,23.9,24.3,24.7,24.3,25.5,25.6,24.9,23.5,24.8,23.8,25.8,24.4,23.0
15,22.9,22.6,22.6,22.5,22.8,22.6,23.3,22.6,24.7,25.2,25.9,26.3,26.8,27.1,27.6,27.9,27.0,27.9,25.4,24.5,24.8,24.9,25.1,25.0,27.9,24.9,22.5
16,24.9,24.7,24.5,24.5,24.3,24.4,24.4,24.4,24.6,25.0,25.5,26.1,26.4,26.6,26.6,26.7,26.5,26.7,26.2,25.7,25.8,25.6,25.5,25.3,26.7,25.4,24.3
17,25.3,24.9,24.4,24.2,23.7,23.9,24.0,23.9,24.2,24.5,23.0,22.2,23.8,24.9,25.8,26.3,26.3,26.3,26.3,25.8,25.4,25.1,24.4,23.8,26.3,24.7,22.2
18,23.1,23.5,23.2,22.7,22.6,22.4,22.3,22.4,24.2,24.6,25.0,25.5,25.8,26.5,26.6,26.5,26.3,26.5,25.6,25.7,25.5,24.9,24.7,24.3,26.6,24.6,22.3
19,23.8,23.3,22.8,22.7,22.9,22.5,22.6,22.5,25.2,25.4,26.3,25.7,26.3,27.0,27.9,28.4,27.9,28.4,26.6,25.4,24.4,24.2,24.2,23.5,28.4,25.0,22.5
20,22.4,22.1,22.0,22.2,21.9,22.0,22.1,22.0,24.7,25.3,25.9,26.4,27.3,27.3,27.6,27.6,27.5,27.6,26.6,25.9,25.5,25.2,25.7,26.0,27.6,25.0,21.9
21,26.1,26.1,26.0,25.8,25.2,24.4,23.8,24.4,23.8,25.3,25.7,25.8,25.2,24.3,24.0,21.9,21.8,21.9,23.6,23.9,24.6,26.0,25.8,26.2,26.2,24.6,21.8
22,26.4,26.2,26.1,26.1,25.3,24.3,23.3,24.3,26.1,26.3,26.8,27.4,28.7,28.1,27.4,27.8,28.0,27.8,26.4,26.2,26.0,25.5,25.7,25.7,28.7,26.3,23.3
23,25.8,25.3,25.1,24.9,25.1,24.8,24.3,24.8,24.6,25.0,25.6,26.3,26.0,25.3,25.3,25.0,25.6,25.0,26.4,25.9,25.6,25.6,24.9,25.1,26.4,25.3,24.3
24,26.3,25.3,24.1,23.8,23.9,24.5,26.4,24.5,27.0,27.3,27.6,27.3,27.4,27.2,27.5,27.6,27.1,27.6,27.4,27.3,27.1,26.9,26.5,26.5,27.6,26.5,23.8
25,26.2,26.1,25.5,24.8,24.0,24.4,24.4,24.4,24.5,24.0,23.6,24.2,24.4,24.5,24.5,25.0,26.5,25.0,26.4,26.2,25.7,25.7,26.9,27.0,27.0,25.2,23.6
26,27.0,26.9,26.7,26.4,25.7,25.3,25.3,25.3,25.8,26.7,27.8,27.9,28.5,29.2,29.5,28.3,28.2,28.3,27.8,25.7,25.2,23.9,23.8,23.6,29.5,26.6,23.6
27,23.7,23.8,23.6,23.5,23.7,23.9,24.0,23.9,24.8,25.8,27.5,27.5,28.4,28.7,28.4,27.9,28.0,27.9,27.9,27.4,27.2,27.1,27.1,27.0,28.7,26.2,23.5
28,27.1,26.6,26.3,26.1,25.9,26.1,26.3,26.1,25.2,25.7,26.5,27.3,27.3,28.3,28.3,28.9,29.0,28.9,27.9,26.7,25.8,25.8,25.9,26.0,29.0,26.8,25.2
29,26.3,26.0,25.9,25.2,25.0,25.9,26.2,25.9,26.8,27.1,27.3,27.7,28.0,28.5,28.7,28.1,26.9,28.1,26.8,26.7,26.8,26.7,26.8,26.8,28.7,26.8,25.0
30,26.6,26.5,26.0,25.7,25.5,25.3,25.2,25.3,26.2,26.9,27.1,27.7,28.4,27.9,28.4,28.9,29.5,28.9,27.9,27.1,26.0,25.8,25.7,25.8,29.5,26.8,25.2
31,25.5,25.4,25.3,25.4,25.5,25.5,25.1,25.5,26.1,26.3,27.0,27.7,28.2,28.1,27.8,27.8,28.2,27.8,27.5,26.4,25.7,25.6,26.1,26.5,28.2,26.5,25.1
TOTAL,25.8,25.5,25.3,25.1,25.0,24.9,24.9,24.9,26.0,26.5,27.0,27.3,27.8,27.9,27.9,28.0,28.1,28.0,27.5,26.9,26.4,26.1,26.1,25.9,28.7,26.5,24.3
